inputName,k,size,arr[size]
values_84,2,18,"{-115992315, 346079784, 2009555212, 358075158, -1822988464, -1406958290, -1536092748, -1732251582, -2134481708, -555098175, 217233810, 2091847249, 1365529793, -1703028622, 55353692, 943280476, -1282200134, 1943740548"
values_30,2,8,"{-457749241, 1337301047, -1306749425, -1670563353, -672476678, 280310336, -1054412875, -1578028170"
values_96,2,2,"{1101681760, -949987668"
values_15,2,26,"{1831596083, 324203989, 2058781884, 923646723, 1376590677, 847222779, 2022723393, -525540821, 331081200, 1978658996, -1374599557, -1875638768, -1235895793, -1406744973, 665971768, -884173103, 614695746, -712512877, 48739697, -1125375911, 1810406647, -1964521553, -480920383, -1500214957, -1063281013, -1662104890"
values_16,2,20,"{-1051958706, 406025808, 135148706, 934582913, -1404016937, 1214017078, 1471843304, -1969123463, -1088924697, -1221271309, -2111757402, -2089917069, 213824845, -1926625214, -1964868666, -959049979, 40074474, -1851796772, 475101474, -1078898064"
values_94,2,11,"{777073504, -978671990, 415981062, -731706906, -1708006568, 434524915, -607067142, 1331746460, -561679198, -178408483, -1761199453"
values_90,2,12,"{-299036357, -902289842, 1386915027, 1273928153, -1458797605, -1329674584, 1903137683, -2129372638, -1487633593, 1611918055, -721234957, -1892362227"
values_52,2,13,"{827947201, 1180964172, 1967065634, -20124520, 1095259394, -2098839277, 357883419, -1234118670, -287544549, -421993302, -2045990055, -2094892006, -1300346819"
values_78,2,8,"{1713192901, -101876880, 2012507348, -1089188671, 297976521, 2002775241, 1608548553, 1564428811"
values_20,2,9,"{1435053656, 1871823053, -1396620328, 611360617, -213931791, -1703997668, 584763979, -1428262681, -702145415"
values_53,2,24,"{-850737214, -1978571190, 757721030, 816326870, 511714506, -531681853, 1172809556, 959842281, 1083038398, 131440822, 930913033, 1005865942, -2107309244, -1950588351, 331840796, 247986501, -2142427262, -1991603043, -528536743, 1311804130, -426886332, -696916066, 1793359489, 1122672831"
values_43,2,16,"{892568743, -244178407, -458777263, 279376679, -1177509356, -1881101970, -1341028255, 605595639, 835812821, 27808213, 703580449, -1294014960, 445126732, -579994213, -1971897969, 1408855701"
values_42,2,28,"{1738024514, -23153813, 455746866, 1688416161, 786289265, 1050281789, -571482910, -1138912808, 1683602516, -309338020, -416949954, 568633590, -2000172888, -292699719, 820910279, -1763395899, -1661153216, -796589534, -1805581411, 394094792, -1564554017, 1115745105, 134928519, 1459085968, -4188859, 532636857, 1252350447, 534369258"
values_0,2,15,"{1559518671, 603643456, 484794611, 2103925540, 874195288, 1232373436, -1217629203, 201272666, -1203776085, 192272928, 1862410507, 1732235583, 620321921, 1590430536, -1356272254"
values_61,2,5,"{-1646025639, 2143282812, -1643996360, -1126385246, -416665409"
values_97,2,18,"{1194034590, -1904955345, 1889321761, 1473599966, -1324372279, 1498267266, -1230822990, -510391026, -146169735, -741347586, -1645180340, -1002896704, -1541880087, -544228909, -1550488047, -1135357016, -742893702, 1112880652"
values_14,2,8,"{-1199794016, -65841144, -424536832, -1259487798, 1504149047, -775939796, 1845067067, 1272617457"
values_87,2,27,"{-244537742, -920942281, -1914135726, 1687261713, -1353797838, -1376706941, 1949380646, -935842218, 153646155, -834922392, 211927369, 1237988751, 1689594999, 749429969, 1648129201, 1142751369, 1747903335, 1371828216, 1419009128, 1658538446, -1696116699, 981550764, 556859317, 433176106, 1440051672, 1337114210, 213775312"
values_50,2,14,"{-264751088, -1561619096, -121936696, -72375381, -1656581123, 596577689, -1416169028, -1865980834, 40710355, 587986776, -1037477049, 1935152115, -950836928, 926700687"
values_83,2,22,"{1246541194, 1542631486, -218210683, 1579653957, -1558247633, -1609572346, 2120694648, 902049803, -684765397, 1931358805, 509087546, -2059552374, -1142987671, -125848136, -755982160, -1044825599, -30196899, -781291720, -1387500310, -1844045921, -790559459, 1181495771"
values_67,2,12,"{999107705, -1885078094, 959353609, 1072018824, -397297367, 697574986, -823779184, -1155078440, 332227620, 2114619745, 1779407216, -1070583670"
values_86,2,16,"{218112212, 66632050, -1907284369, -477582371, -2068544229, -1178092936, 1189578138, -46358202, 1061349442, -401143783, -2053369877, 554213826, 205568737, -699753416, 1930273410, -2092131135"
values_23,2,11,"{1917334649, 1375160661, 60364449, 566724460, 504854359, 766292846, -775795376, 231380718, -1726403132, 873181357, -1831820200"
values_64,2,9,"{-1576036064, 706988013, -1236303136, 13111515, -739643532, 1435486488, 15882310, -1694862632, 1123554901"
values_44,2,14,"{379254794, 1411344371, 698301524, -2122978420, -1137926864, -1430191374, 542258860, 1301898142, -1745335938, -1233955843, -475958493, -473843562, -1268986308, 1965298821"
values_71,2,7,"{310058824, -1344707248, -832001771, -1115897170, 751373406, -628684667, -1380960916"
values_93,2,13,"{1161731231, 540823860, -131261189, 1564890739, 1325881373, -1902650910, -1504640186, 1905626434, 1154435065, 308223679, 142670767, 1500663424, -1836170152"
values_88,2,31,"{1915128638, -238538766, -1958054211, 1055146285, -626947971, 942110121, 2088777835, 436960956, 781351858, -351415485, -1237054056, 75310747, 664094405, -109436930, -885463655, -1108406384, 433718972, -1336979234, 714878415, 320730564, 2054334327, 930031436, -262892567, 1497590744, -451180358, -880842274, 1078859535, 488438593, -404387826, 341610316, 336869375"
values_26,2,28,"{-1756034775, 2139648349, -20540951, 992755898, 1670696219, -712028572, 1067358634, 723411357, -1351197075, -1311271029, 25036537, -1816231645, 1536405067, -361356407, -643779943, -657803136, -876926899, 1743178197, 1335013281, -1284858054, -998077249, -858601741, -1559208790, -165123373, 385538283, 1650039287, -1580658554, 1023006672"
values_59,2,5,"{-915872323, 218886381, 111540232, -263522795, 119289839"
values_57,2,27,"{-985003775, 467172235, -439638278, 1970968747, 1237355309, 278736223, 1220980831, -665396662, -10798484, -2041920360, 1378477529, -1281484866, 1378421094, 1082196467, -1310747392, -33307346, -1036049800, -666253037, 1722440976, 1083911733, 720864532, -688011170, 1974208201, 833735960, 2022522652, 530364317, 799360589"
values_82,2,30,"{713566750, 622318862, 1857270635, 2050737847, 694618229, -181695467, -121695709, 51687402, 46479604, -19258051, -626897787, -1773671851, 1808509878, 224184874, 2030802867, 1896673149, -1733999688, 1140880398, -1510804361, -1625412510, 1073070335, 53386174, -401057632, -1071105959, 444314565, 1469296872, -1077871869, -2116842734, -1953797197, 1333041158"
values_75,2,26,"{789427403, 801180968, -31527697, 857269980, 1560094355, 443928957, 1760270591, -1360477754, 1752139420, -416443512, 1604965320, -2130961335, 715537585, 135001353, 1147332029, 827591634, -150660074, -1418893139, -1023070, -1088372240, -1059166879, 1443531294, 890819071, -1180022298, -437455402, 241074626"
values_51,2,16,"{-1123319821, -1805402716, 116718348, 372488971, -895196618, -577467533, 808386044, -599644765, 25316578, 1452139332, -2071801191, 1297325741, -978379439, 1211613633, -928512839, 1458996918"
values_7,2,29,"{1576466191, -1808859579, -485890792, 1256543155, 1209358185, 1211585584, 1685553876, 1272305077, -727023888, 301705500, -1145518275, 43890134, 524823171, -1385111324, -1848264111, -895378347, -497211894, -99570516, 368407861, 220667051, -773134848, 1703097382, 597485195, 55730021, 658914593, 1214999873, 1599080603, 1312317727, 400647876"
values_92,2,12,"{1024854134, 127091946, 530975605, -525097285, -1859183663, 1341748462, -1861244146, -107133053, 1409033779, 842301951, -1379891034, 1155016329"
values_56,2,12,"{1833895671, 1710609473, -1064251554, 1273583265, -606646800, -113734946, -186297026, 1905772566, -1025022181, 855702472, -420049920, 797895923"
