inputName,n
values_84,8
values_30,28
values_96,32
values_15,12
values_16,22
values_94,18
values_90,22
values_52,9
values_78,26
values_20,31
values_53,8
values_43,25
values_42,22
values_0,5
values_61,10
values_97,11
values_14,22
values_87,27
values_50,27
values_83,2
values_67,6
values_86,16
values_23,18
values_64,2
values_44,10
values_71,31
values_93,24
values_88,14
values_26,21
values_59,24
values_57,2
values_82,2
values_75,24
values_51,11
values_7,12
values_92,21
values_56,22
values_47,21
values_95,14
values_98,28
values_8,20
values_18,31
values_28,24
values_81,12
values_17,10
values_38,18
values_41,23
values_73,23
values_66,23
values_58,25
values_70,3
values_46,9
values_11,6
values_33,21
values_72,19
values_6,22
values_10,27
values_27,10
values_24,8
values_3,31
values_69,20
values_36,11
values_21,5
values_5,4
values_49,13
values_1,24
values_2,29
values_13,6
values_32,3
values_39,26
values_4,13
values_65,2
values_85,9
values_62,13
values_91,14
values_25,17
values_63,17
values_12,10
values_79,6
values_54,13
values_9,4
values_74,16
values_22,31
values_89,11
values_48,32
values_99,19
values_60,2
values_34,5
values_31,27
values_37,15
values_76,31
values_19,8
values_45,10
values_68,21
values_35,21
values_80,7
values_77,20
values_29,26
values_55,19
values_40,7
