inputName,n,key,arr[n]
values_84,30,22,"{-489791155, 1674094985, 213200890, -943421976, -1765166772, 1494399838, 825851039, -1806143838, 2022579601, 1560105907, 1505488727, -1957963005, 1705723375, 721370406, -1523353683, -1327554532, 840338293, -25114041, -281784840, 395874649, 793595166, -836353390, 2024942052, 1971129741, 1050342290, -442962260, -383581399, -404025101, 1964965726, 1082154187"
values_30,14,27,"{-827818141, -1738814349, 936856809, -1847118759, 1805628205, 337683643, 1447339555, 347617059, 829451077, -1824952547, -1058548369, -989057884, -709647206, 671490722"
values_96,28,10,"{-1676717057, 526657339, -292493773, 631183401, 1525860411, 1785678799, 206060559, -1521447906, 2132175959, -1555926278, -264930151, 338617039, 301411884, 1295617034, 1589230311, -1615976058, -1126662115, -229041704, 1198236336, -844791245, -1903742832, -1483620146, -2060825498, 1924378944, -2014199162, 1882989989, 1241839867, -379068618"
values_15,16,2,"{98343063, -404712870, 1730937783, 2129929896, -933473464, -391707037, -1785602017, -1990231931, 665905981, 770290194, -298915376, 2030581346, -1561435705, 946185827, 668240672, 409061762"
values_16,16,10,"{-1508881981, 1062160515, 2037441697, -1333069918, 2092110608, -1124094932, -1203560850, -1220005470, 1233047672, 71295630, -80873749, 995159838, -209398911, 576561934, -1497151525, 643166681"
values_94,28,22,"{-777389573, -1432555085, -443690926, -106103785, -2058013194, -1799495116, -952722494, 486316072, -249156303, 644278489, 1064481800, 1481436297, -737990861, 1975597998, -98505863, -79789185, 1115411219, 88082240, -1088523110, -609339268, -173275651, -1835900755, -604716977, 679406675, -2070795470, 600308871, 1967743294, -310588764"
values_90,28,27,"{129302357, -1504396081, -1724161004, 295011461, 1056434827, 489975575, 486715926, -2082507817, -1926365251, 1542379240, 1193355611, 1385052226, 1883547305, -1792376778, -105676882, -1220617948, 481113327, 1294717329, -1808890499, 877250625, 1429644097, 79007282, 1208880224, 1683533976, 1091916300, -1184957600, 819900466, -986442991"
values_52,14,10,"{1232863233, -525786626, -381789962, 335467288, -14958700, 2065354767, 1005387359, -1448306946, -1144979042, 1680070510, -1122944426, 174509460, 413226001, 1596928787"
values_78,10,11,"{524072907, -83535159, 1888692127, 253910607, -2050063241, -1976763400, 1354887788, 1655201620, -557080302, -1388401619"
values_20,25,27,"{136939033, 894358063, -1383045059, 10138725, -2075861179, 1411880074, -148866789, 2115064834, -1808949059, 628983139, 482400802, 253296375, -2020259929, 1751092061, -6456, -978629601, 761477304, 631119950, 1595546576, 1670676107, -1781342994, 1928846072, 1009221838, 1965107739, -2145071773"
values_53,14,16,"{300632907, -1610757019, -1392432970, -237942277, 332132894, -2108676728, -1483302555, 1095261929, -1783004317, -1485594262, -650172800, -643477485, 548036129, 782238878"
values_43,25,16,"{728910380, 1895310214, 1417119816, 110218522, -1414987621, 695855642, -382011391, 2069620457, 1202721630, -1624081317, 1687025503, -487630618, 1902708121, -1148748401, 1874339378, -638259975, 1469225525, 865626375, -2051169539, 1336786260, 223581849, -62894248, 1254322109, 402482678, 682351461"
values_42,25,10,"{-1285664252, -764184085, 1724781576, 1837509693, 446686349, 1498869782, 696339568, -572090378, -1032087643, -1073593574, 98819162, 460438838, 438203100, 968166546, -756514702, 1375132096, 618634052, -1100458893, -607239866, -2129396507, -265966595, 2009134141, 1726483965, -832326242, 1610399176"
values_0,14,27,"{1368923888, -540098350, 924820418, 1591356697, 636174420, 2097574053, -1259015003, -647407481, -341413917, 87165644, 469262861, 154194806, -934634818, 953629371"
values_61,16,7,"{984449931, -453317234, 306179030, -1930660754, -312819393, -2128825706, -1495968005, 1536944863, 453750575, 1967042271, 1582647553, -289445408, 1301954483, 1925487131, 1302048859, 1394705436"
values_97,28,3,"{6449361, -909362394, 641822062, 688269719, -1958319718, -21590685, -1936066525, -1566383785, 1657600831, -1674998424, 981648544, 1147356139, 1111928357, 228947363, -1010155329, -732937472, -1425069803, 1132426473, 1151521867, -1276809943, 1652735705, 131847577, 893754089, -711803046, 1834595683, 708208384, -1782968672, -552313850"
values_14,16,22,"{-577294270, -531190378, 1116758070, -1973943345, -98109576, -1950925706, 1086820000, -4412967, 1793478438, 862718468, -13450444, 929730382, 610423249, -1117248338, 1752896592, 324029478"
values_87,30,3,"{-1485827449, 488782522, -587786453, 1274843672, -2140148999, 305020235, 1138132152, 74063376, -136817716, 1619844375, -70793698, 979060902, -393984409, -413931425, 490632357, -1558315821, -404733492, 1497123229, -941621692, 1039808190, -441306645, -1371629843, -1789940999, -1237028830, 208508457, 839581533, -1966693715, 121174174, 225114684, 926754652"
values_50,14,27,"{1823937483, -208871346, -1788732772, -151578921, 351595057, -728561487, 392578920, -1150625408, -65626092, -1912491827, -1015111276, -1001391053, -1561552180, 1139937905"
values_83,30,16,"{1694210504, 1410794159, 559726566, 47571887, -785390488, -1715544674, 587745090, -865885557, -222925558, -1002814498, 1361986803, 1678658920, 1720437602, 13056550, 645833822, -103509984, -1878623911, -474607099, -1334801115, 265468474, 1068993607, 1462365239, -1114424430, -700756832, 1613176512, -29063988, -368168897, -1307148124, 891705360, 1225849497"
values_67,16,3,"{-1530499384, -79548407, 105309846, 1975109022, 1389849854, 991821142, 533245267, 1587508256, -144956231, 1818198370, 1224772926, -446013320, 65303621, 1979735899, 56971849, 1594609037"
values_86,30,10,"{-1053771300, 736976178, -1383879028, -1839140865, 321741289, -1275003015, 100357956, -724603810, -2108336076, -528136787, -1608705955, -1244176974, 747036096, -1779910407, -990803323, 478165582, -269403911, -1393636469, -1070766535, -1839598606, 1284128978, -78912975, 1839222317, 1505236009, 244761885, 1119321061, -1226826074, -1382607672, 193569052, -1009942556"
values_23,25,16,"{1788342160, 1798434158, 1090596153, -935505061, 829264229, -1321158081, 1956218992, -1151192587, -914432543, 1662092270, -149093799, -1807322195, 530939920, 736349639, -1982192125, 1160345302, 1067273048, -1004608237, 1815178451, 692485099, -99845309, 1252684446, -83174856, 2141637076, 1795443450"
values_64,16,22,"{1705694816, -310751477, 587214611, -566051027, -950515293, 507013851, -1812649304, 184436890, -1554038136, 1138587695, 1644194896, 846157500, -91495392, -715831233, -407148377, 611707317"
values_44,25,22,"{-667287337, -2063154544, -367039741, 1879142286, 2051535357, 1392173539, 1985706212, 1844938313, 1962298251, 829685361, 453427435, -370917581, -485065988, 401034435, 2050838256, 626479166, -960920212, -59540292, 762571915, -1855662201, -252143936, -1665984273, 1373259146, 2002287453, 186042172"
values_71,10,7,"{-232504938, 898848238, 1888107361, -895120935, 2115146667, 1758134739, -1214322892, 1468227826, -1713664284, -2083542528"
values_93,28,16,"{1549640315, 1819033882, -428910044, 872303695, -794578534, -130442647, -548917922, 1718564562, -2099828688, -1781840303, -1473886604, -1537079281, 1432720593, 1676010810, -414319938, -1881501491, 1029106336, -1028913600, 1704357343, -1186595266, -2105507097, 615214680, -902238615, -1718464729, 68870133, -782992521, 2034510863, 1516579951"
values_88,30,11,"{-1761591962, 687983524, 2089069237, -1207466098, -2129293900, 754547645, 1046205243, 495353529, 2081947837, -988724754, -963875370, -1964006813, -921658328, -1469994547, -1059854740, -687639370, -700219842, 567516800, 1261035782, -620432978, 1400815367, 1945315972, 2114939893, 2068102958, -1171965539, 242901132, 753123514, -1095693310, 2110781990, -1819573246"
values_26,25,10,"{-1170633999, 1470550005, -2067771741, -1801378019, -1672158816, -869909893, 687243987, -1021053952, 1105339608, -640256073, 1138126792, -202950358, 1720104592, -538290589, 587891172, -1795962286, 813498963, 1281380105, 743625022, -1859848245, -758739487, -86058535, -1062580436, -1923639922, -1387037493"
values_59,14,24,"{-2102324606, 2031394010, 638824128, -1257220210, 1086574476, -1874763696, -933950055, -347776794, 214814383, 1649145930, 1528499267, -607358758, -1849217265, -361284908"
values_57,14,3,"{496751284, 1649889753, 662502585, -844927260, 1567817110, 1102745470, -128705563, -357065605, 1804611433, 1121097977, 1772456193, -1444110997, -1626806624, -405232417"
values_82,30,10,"{-1790094138, -1351798395, 940625460, -309631875, -373830214, 155979899, -276053788, 2049373917, 1768451883, -940844837, 1401423777, 1569557989, -2068483996, -399881746, 336458814, -544570471, 697134056, -144064221, 1623517009, -894676418, 1914077650, -422000514, 732239443, -1062456319, 1178366318, -1923595770, 1908317177, 1737774145, 547455845, -913079610"
values_75,10,2,"{-1970801365, 137712884, 321628502, 1035145304, -1409672752, 1976478173, 711837280, -1019892179, -1115872937, -1096646475"
values_51,14,7,"{-983088829, 506542000, -1611903883, 940150426, -50246083, -1511680903, 970116973, 468657859, 1592911357, -1063667252, 1303779132, 689628682, -1593689562, -772206194"
values_7,14,3,"{589106233, 21882416, -1490026327, -1823155430, 577379564, -277309198, 211448508, 234485738, -1772568605, 747609715, -303277937, 1463407203, -2142692818, 1097062506"
values_92,28,10,"{1830215454, -582121223, -1561721597, 638976135, 168898173, -585653857, -1838117665, -421695329, -870703254, -1165871067, -735557575, 375451226, -1916102402, 1587545861, -511257528, 766644163, -89956449, -592168724, 715759415, -614659707, 1712472775, 1005580696, 913895182, 1022521549, 21114688, -1248182506, 483385836, -1361688566"
values_56,14,10,"{-1885204580, 1597453355, 1595914044, -22634429, -1920497637, -898254155, 738628861, -1807216826, -547861981, 227038436, -1815389662, -615800462, -592497788, 528543669"
values_47,25,3,"{-118541861, -2018123152, 380787841, -717150038, -815942617, -265174018, 1359186183, 1939596326, 681042418, 788376022, -165320131, -259060117, -1639890372, -1517967896, 1751923497, 1428140383, -1061292015, 226667551, -920363841, 1703122218, -530568454, 1589656355, 1821155757, 1645470646, 97110959"
values_95,28,2,"{-921942875, 1034015803, 286847454, -2014036212, -1703728496, -1374841840, -90147437, 547714819, -1190842115, -22440519, 927962079, 2046485853, 2009169026, -416688398, -741017153, 960167082, 27363148, 1922497576, -2045970739, -677736439, 438452315, 869979487, -726138187, 1283608134, -2067862401, 39792280, 443158968, 551511843"
values_98,28,11,"{1868084614, -866826933, 2129272311, 595384834, -1273032015, -978907563, 1035797963, 2067948079, 1301408728, -699150431, 385141324, 1612934858, 721784375, 1943755718, -967975746, -1831981321, 154357045, -887928166, 1941211450, -1581791861, -1549964733, -767649840, -1221719826, -743460116, 1415963839, -506649075, 761099199, -168675554"
values_8,14,11,"{-1164458591, -1360520748, -138897778, -542854906, 1051498555, 1272090504, -649683710, -144320074, -1933995524, 1305086571, 1834698512, -1917534638, 2121610120, 924713454"
values_18,16,11,"{1977537242, 241637429, 1578217711, -1187569677, -1221487028, -376646747, 1368577382, -453558225, -816402935, -1465596763, 45655503, -769249339, -1337940077, 1705764605, -1660241681, 1204124318"
values_28,25,11,"{-1763523425, 211129650, -1141471292, -15009475, 62042545, 1240398734, -2125374497, 723955665, 1251257280, 484382611, 210830566, 169658700, -25317847, -1592240417, 2098864052, -803609002, -1978581636, 2105233669, -316377403, 1193828505, -883628979, 359570448, -1641348619, -2044905031, 1794618489"
values_81,30,7,"{774692057, -161000974, 967251781, 1292599972, -1036264429, -1358653388, -779890282, -191017702, -1835120336, 1774750184, -438886363, -842405795, -2132322981, 169061265, -1750700751, 27163385, -1539649928, -2109271802, 708641543, 1124201754, -802709845, 1055468193, -853367851, 339357632, -528217738, -1480035045, -152298453, 231070500, -550796016, 2099584239"
