inputName,n
values_84,23
values_30,4
values_96,26
values_15,20
values_16,21
values_94,23
values_90,3
values_52,20
values_78,11
values_20,29
values_53,22
values_43,22
values_42,8
values_0,5
values_61,19
values_97,23
values_14,3
values_87,14
values_50,11
values_83,12
values_67,9
values_86,2
values_23,26
values_64,4
values_44,16
values_71,23
values_93,20
values_88,23
values_26,18
values_59,5
values_57,11
values_82,27
values_75,12
values_51,13
values_7,24
values_92,22
values_56,21
values_47,23
values_95,20
values_98,22
values_8,30
values_18,29
values_28,27
values_81,7
values_17,3
values_38,23
values_41,4
values_73,15
values_66,22
values_58,26
values_70,10
values_46,31
values_11,16
values_33,17
values_72,25
values_6,15
values_10,8
values_27,4
values_24,17
values_3,28
values_69,6
values_36,29
values_21,28
values_5,11
values_49,31
values_1,2
values_2,11
values_13,32
values_32,20
values_39,30
values_4,13
values_65,32
values_85,31
values_62,4
values_91,21
values_25,25
values_63,19
values_12,25
values_79,24
values_54,16
values_9,5
values_74,2
values_22,10
values_89,15
values_48,3
values_99,8
values_60,18
values_34,15
values_31,15
values_37,22
values_76,16
values_19,15
values_45,25
values_68,31
values_35,12
values_80,24
values_77,31
values_29,25
values_55,30
values_40,27
