inputName,k,size,arr[size]
values_84,2,4,"{-4226, 9906, -26805, -23067"
values_30,2,19,"{-23060, -16856, 19319, 21692, 14836, 21763, 2240, -14717, 16850, 28812, -28080, -24173, -28117, -4644, 15587, 12532, -5015, 26704, -17414"
values_96,2,14,"{-31512, -22434, 30057, 6888, -30219, 9262, -17837, -17851, 6588, -19272, -10213, -17072, -20634, -27119"
values_15,2,10,"{18937, -17762, 13480, 25900, 28739, -6826, 10924, -32618, 11891, -5838"
values_16,2,31,"{13937, 21337, -22090, -28693, -4475, -7337, 8866, -12331, -29421, 13996, 29440, 1793, 27911, -21597, 15521, 18654, 12026, 6265, 908, 25092, 32537, -26064, -5140, 29671, -25514, -9822, -27700, -19378, 25045, 27154, -14999"
values_94,2,25,"{28402, -32636, -9739, -9943, 19073, -16153, -12363, -31287, 1638, 26329, -19347, 28978, 1540, -19020, 19118, -7821, 31422, -2170, -14369, 3394, 20514, -15622, 4147, 25060, -13789"
values_90,2,18,"{-9160, -12410, 3802, -7978, -3204, 18863, -3455, 8038, 32595, -30039, 30129, 27610, 17765, -14676, -11001, -14847, 2730, 21004"
values_52,2,19,"{-11922, 11025, -32396, 14607, -15441, -24980, -29655, -19537, -1671, -24247, -420, -23472, -24676, -779, 25844, 19444, -25184, 25420, -31299"
values_78,2,17,"{-1049, -31203, -28652, -22845, 30880, 19627, 31164, 3516, -27396, 20377, 621, 19165, 14537, 30155, 6063, -15962, -14231"
values_20,2,15,"{14291, 21538, 20034, 965, 27683, 8156, -15829, -1745, 27611, -18080, 30294, -29917, -30628, 26967, -25762"
values_53,2,16,"{-12012, -24261, 9193, -30494, 22827, 26913, 24169, 23396, -16852, 8735, -29534, -14232, 9230, -6661, 29992, 12304"
values_43,2,4,"{-31771, -17885, 17955, 19240"
values_42,2,20,"{27115, -18209, -21084, 25257, 9844, -12581, -13882, -11705, 22008, 16621, 20345, -7297, -6565, -28129, -7000, 13793, -17441, -11216, -25003, -30828"
values_0,2,30,"{8030, 9201, 22904, 14713, 16082, -27774, 32303, -21156, -5122, 23991, -17029, 13456, -26726, 31455, 19705, -137, -6931, 25150, -30136, 4339, -7897, 31396, -6140, 27036, -27949, 8909, 18717, 25837, 5684, 612"
values_61,2,29,"{29308, -10663, 373, -12692, 6675, -31167, 20094, 9269, -11849, -10070, 25956, 24282, 7511, 1763, 10805, -13294, -27138, 17990, 14541, 19909, 4161, -24328, -11632, 21836, -30981, 1257, 25176, -4870, -20059"
values_97,2,26,"{-11679, 9154, 16254, -22086, -30326, 15813, 10, 30706, 11675, -10636, 4704, 3872, -32571, 7859, 10196, 1770, -10971, -19154, -12855, -31336, -22684, -28457, -8079, -9392, -26259, 9303"
values_14,2,22,"{-18394, -9478, 5255, -6837, -27198, 9746, -4827, -8733, 14714, 19921, -3672, -12764, -6734, 27091, 9864, 18712, -29066, -18376, 21425, -23488, 18816, -30250"
values_87,2,16,"{19545, 12219, -18283, 2224, 1923, 11476, -8253, 8909, 11920, 4497, -25813, 20280, -27417, -32667, -27410, -16988"
values_50,2,19,"{8725, -25177, 520, -23673, 32400, 5045, 19789, -1159, -3452, 26084, -19098, 25316, 8768, 8714, -8123, -25247, 10457, 22173, 27996"
values_83,2,21,"{18693, -7008, -18907, 15738, 5036, -3150, -6576, 14081, 3791, -2033, -30742, 7948, 17872, 25148, -28241, 4547, 2543, -3553, 27889, 698, -2158"
values_67,2,3,"{18867, 19328, 20376"
values_86,2,24,"{11449, -25861, 10963, 27689, 23955, -17453, 14764, -21529, 14423, 18512, -10332, -27152, 29408, 4891, 28772, -13801, 28261, 12898, 23794, 18895, 29932, -10771, -2828, 5726"
values_23,2,5,"{-24554, 12519, 12135, 20338, -23616"
values_64,2,8,"{-14747, -18755, -5346, 27706, -26454, -3024, 27705, -13617"
values_44,2,10,"{27297, -16548, 30322, -30578, -28916, 20687, -24283, -17278, 2462, 25287"
values_71,2,10,"{17079, 15150, 30280, -11403, 12885, -11824, -6265, 15979, 12271, 31934"
values_93,2,31,"{23533, -23363, -24012, -24468, 22082, -7190, 22982, -9733, 5317, 1352, -24312, -10002, -6390, 23824, -5865, 4852, 30086, -18773, -17940, 30468, -27586, -7548, 30291, -7444, -15020, -18990, -27134, 19199, -26837, -6916, -9577"
values_88,2,2,"{-6340, -9391"
values_26,2,3,"{-30061, -31739, -17374"
values_59,2,9,"{-14063, -937, -23750, -14654, -20925, -25313, -15364, -19056, 24578"
values_57,2,10,"{24517, -9719, -11255, -21740, 3987, 19109, 24125, -26245, -26440, -18178"
values_82,2,17,"{-21647, -25521, 11578, -25608, -17886, -13771, -1976, 9696, 16871, -3188, 19193, -23166, -24487, 20018, 24413, -30682, 19529"
values_75,2,22,"{7084, 9430, -27226, -5290, 7097, -29506, 26600, -902, -7333, 17274, -11903, 30334, 15572, -19362, 8343, 28317, 15445, -7285, -25610, 23216, -15529, -25983"
values_51,2,5,"{-19340, 19218, 14466, -5591, -23478"
values_7,2,24,"{-23164, -1422, 17917, -5851, -22483, -27156, -15868, 23501, 65, -30118, 20822, -4906, 2953, 19512, 271, 31707, -740, -22064, -21117, 27405, 5915, 27374, -16301, 14114"
values_92,2,20,"{27503, 32264, 18823, -28759, 31894, 30351, -13412, 15576, -20764, -32634, 32724, -13585, 25959, 15003, 22787, 29178, 15935, -5129, -7905, -7980"
values_56,2,22,"{-1324, 26546, 13440, -26188, 5796, 12992, -27784, 27142, -19693, -6954, 24280, -28223, -20229, -19703, 9942, 13201, 20648, 28634, -27217, -16713, -16280, -9443"
values_47,2,12,"{11658, -13556, -29629, 14107, -12222, -17159, -10868, -18487, -27455, -28372, 19458, -759"
values_95,2,21,"{-21169, -11633, -17633, 30474, 8569, 25415, 29013, 29980, -10919, -20000, 11331, 20764, 10472, -20091, -1411, -10768, 14534, 1525, -17299, -641, 20054"
values_98,2,20,"{29631, 11785, 32247, -5167, 4556, 24096, -27031, 11559, 24926, 5098, -16953, -5165, -20524, -1839, 14640, 6757, -14355, -14303, 17732, 7916"
values_8,2,18,"{25764, 14554, -10917, 14520, 14387, -23649, 28736, 7198, 6122, -13310, -9710, -14441, -14353, 1837, 13992, 19141, -28384, 20517"
values_18,2,17,"{-9015, 16668, -9501, -11383, -8632, 14093, -910, -25325, -4667, -6510, -23981, -13350, 7279, -29599, 17264, 30077, -14841"
values_28,2,32,"{-4866, -21031, 5215, 7873, -20097, -11090, -16258, 18813, -32044, 17184, -9840, -28046, -8226, 12719, 2959, 32424, 32264, -11105, -862, -9466, -9417, 32284, 20865, -16999, 7496, -4504, 30501, -3406, -1760, 24902, -17791, -13046"
values_81,2,16,"{21181, 20228, -31368, 2875, -2645, -11263, 9360, -20964, 10630, 17423, 14064, 26902, -23896, 26951, -27324, -32749"
values_17,2,7,"{18373, 8364, -18242, -3412, 4070, 22256, 14037"
values_38,2,15,"{-26437, -11097, 17959, -18288, -5780, 6032, 15907, 7923, -8967, 32515, 27709, 26345, -19139, 13831, 32363"
values_41,2,30,"{-5277, 14373, -9004, 26902, 28121, 12110, -18774, -28170, 8621, 20619, 9433, -30933, 30198, 23130, -26386, -16534, 23456, 22513, 11504, -5713, 19960, 17755, -29735, -16415, 16571, 3671, 17184, 24740, 5739, 30130"
values_73,2,20,"{-8968, -22658, -22832, 15180, -9636, 13084, 15143, 23985, -3919, -17492, 16344, -32210, -8762, -16854, -26037, -19476, -22253, 10874, -13209, 25870"
values_66,2,11,"{32718, 11048, 26754, -11657, 21034, -15044, -31626, -18569, 24319, -22731, -7616"
values_58,2,2,"{16379, -25604"
values_70,2,29,"{-5409, 20049, -21227, -22159, -29418, -10104, -25071, -31447, -26606, -24847, -24581, -30850, -27392, 30713, 28111, 27142, -5584, -28850, 31771, 31969, -31034, 11456, 25167, 7538, -28157, 22023, 22172, 2541, 30968"
values_46,2,10,"{-32319, 313, 19704, -19479, 27621, -17905, -22600, -7466, -7965, 30183"
values_11,2,27,"{29406, 15261, -9791, -11690, 26420, 18407, -10139, 13496, -402, 26245, -29042, 21763, 8370, -31079, 7864, -14487, -26037, -10659, 31298, 768, -24644, 30250, 6129, -14642, -26741, 27685, -22508"
values_33,2,19,"{20261, 1063, -8615, 21039, 17523, -18, 6639, 10027, 19586, 8610, 30126, -5373, 8324, -513, 26725, 5204, 24850, 31192, -29542"
values_72,2,16,"{907, 21757, -2620, -10956, 28006, 18381, 17395, -19311, -31037, 27148, -10102, 21313, -20185, -16038, 18678, 24666"
values_6,2,27,"{-26758, 2881, -10902, -18787, -14162, 19720, 16519, -4627, -21356, -1719, 9184, 9316, 14044, -1500, -2691, 7248, 8574, -9811, 10083, -9195, 28994, -8417, 32530, 3285, -29804, -21802, 31844"
values_10,2,13,"{21738, -24785, 18983, 21345, -194, 30087, -2190, -14767, -18325, -15463, 27311, -18282, -16754"
values_27,2,30,"{15942, 32213, -12552, 31966, 16939, 24848, -9640, 321, 713, 872, 29399, -4319, -28896, -10217, 18888, 14919, 951, 27745, 10609, -28258, -23851, -2183, -5648, 26978, 5519, 18991, 6264, -11107, -5648, 24529"
values_24,2,21,"{-915, -6990, 8862, 15274, 9190, 25150, -19172, 16899, -16222, 8792, -29636, -2747, 19860, -145, 4078, -28001, 19030, 29977, 26194, -29485, -31530"
values_3,2,29,"{32195, 7397, 5429, -29835, 10576, -26352, 19838, -213, 29515, 14147, 21696, -4377, -683, 23564, 9342, 1167, 17471, -21616, 12791, -24414, -13517, -21223, 2712, 27672, 27517, -23755, 19760, 23848, 21852"
values_69,2,7,"{-19157, -30601, -26630, 12094, 23590, -4171, -31051"
values_36,2,17,"{-28013, -23199, -17997, 0, -12493, -1883, 13995, -23883, 26784, 7226, 30497, -18418, -23923, 29198, -13901, 2688, -24022"
values_21,2,2,"{12130, 16902"
values_5,2,14,"{-15582, -23578, -3909, 29640, 7052, -21541, 29744, -3183, 12057, -30462, 24122, 5576, 645, -29669"
values_49,2,9,"{-10407, -18281, 19694, 29762, -22472, 3550, -10034, -11498, 1783"
values_1,2,15,"{27654, 24646, -4664, 29056, 11018, -9170, 7634, 23316, 15753, 21703, 10603, 4998, 18620, 16427, -11933"
values_2,2,2,"{-26655, 21107"
values_13,2,17,"{4060, -13507, -7717, -1194, -23335, 21101, 29700, -16458, -7128, 1458, 23730, -5412, -26690, 20693, 27956, 4422, -27909"
values_32,2,22,"{2757, -28578, 14458, -23360, 25653, 4289, 28699, 13791, 18126, -24317, 27840, 13104, -24957, -28439, -549, -13388, -15881, 28007, -9001, 7455, -3705, -27264"
values_39,2,28,"{-25347, -21860, -28071, -10452, 30471, 19152, 16452, -3335, 3428, -6919, -10716, 8920, 5742, 6972, 17749, 5132, 9672, 12428, -22075, -29348, -25425, -3875, 16064, -3149, 6774, -9560, 25775, 5471"
values_4,2,5,"{2329, 22690, 29475, 374, -17260"
values_65,2,21,"{-16363, 25349, -7611, -11446, 31197, 29514, -13634, -27847, 30635, -11051, -1165, 23653, -11577, -30227, 17775, 3806, -8812, -31098, 12955, -25546, -18858"
values_85,2,30,"{8112, 11600, -19629, 19856, 6568, 2932, 21140, -13296, 23600, 21730, -17780, 2904, 3004, -16356, -8462, -6419, 13372, 164, -2426, 31830, -25230, 5581, 5546, -3370, -28309, -6812, 30745, -29542, 16593, -11603"
