inputName,n
values_84,18
values_30,10
values_96,9
values_15,19
values_16,18
values_94,4
values_90,11
values_52,27
values_78,31
values_20,31
values_53,6
values_43,30
values_42,22
values_0,12
values_61,26
values_97,20
values_14,16
values_87,7
values_50,13
values_83,4
values_67,12
values_86,24
values_23,22
values_64,5
values_44,7
values_71,17
values_93,6
values_88,11
values_26,24
values_59,29
values_57,32
values_82,30
values_75,30
values_51,2
values_7,11
values_92,6
values_56,17
values_47,9
values_95,12
values_98,25
values_8,14
values_18,31
values_28,26
values_81,27
values_17,22
values_38,28
values_41,30
values_73,30
values_66,31
values_58,26
values_70,18
values_46,20
values_11,21
values_33,17
values_72,30
values_6,16
values_10,22
values_27,15
values_24,22
values_3,19
values_69,19
values_36,12
values_21,22
values_5,2
values_49,27
values_1,31
values_2,16
values_13,3
values_32,11
values_39,11
values_4,10
values_65,27
values_85,4
values_62,26
values_91,25
values_25,14
values_63,25
values_12,16
values_79,25
values_54,19
values_9,3
values_74,17
values_22,22
values_89,16
values_48,27
values_99,17
values_60,2
values_34,19
values_31,21
values_37,28
values_76,23
values_19,18
values_45,8
values_68,20
values_35,27
values_80,19
values_77,19
values_29,12
values_55,16
values_40,23
