inputName,n,key,arr[n]
values_84,9,26,"{-270835317.491, 1884442637.106, 1542659850.591, 34506561.164, 446575107.993, 337377762.268, -782371968.088, -1693373147.958, -107871645.134"
values_30,23,32,"{-202553826.094, 41610009.215, 1033103247.397, 227855174.081, 612696618.302, -601958463.419, -1169306030.058, 1197174145.732, -1855584650.187, 71595874.36, 1808564500.584, 1286673071.748, -1891421277.346, 983315802.728, 98400090.338, 585617202.234, -191130021.575, -103041837.603, -362563355.942, -1600175688.482, -1033820359.309, -2130650851.214, 930396719.874"
values_96,21,9,"{647631263.0, 1000978331.215, 1384871618.571, 1591354978.044, -50082514.696, -1127235175.922, -1127192560.662, 549569701.557, -1869234328.092, 1016416560.586, 496920629.543, -1138735782.884, -2071618543.021, 1663715034.867, 420390101.456, 1355792546.897, 694992457.397, 760865378.655, -591312029.704, 2107583482.697, -84857254.903"
values_15,17,15,"{-235170519.757, -206189202.536, -707120463.156, -1371151835.298, -1359393463.851, 162027638.375, -1551531285.046, -113457892.033, -68675779.994, -715326519.427, -1397360166.131, -1669749137.566, -2129140920.185, -80336758.049, 203788426.22, -852533808.718, 158373485.91"
values_16,17,9,"{716877440.697, 149761082.26, -1485414847.408, -1753736202.483, 1928675150.549, 906379738.399, -393804050.42, 254665327.27, 1227130605.87, 1638016030.217, -2080130974.215, 565362589.785, 1282890712.48, -510605786.242, -900019144.389, -1370303749.395, 1769584653.099"
values_94,21,26,"{-101813956.485, -1615955037.169, -1769647904.68, -647479603.7, -2091896100.296, -285433227.152, 1688967725.485, 2113789550.999, 1072397156.745, -872012424.902, -862359093.325, -648905509.488, -1045437885.659, -1391730112.591, 504612662.384, -1952086973.365, 1995718827.15, -1343715490.1, -1016688971.519, -1046991325.924, 663151315.371"
values_90,21,32,"{1206391392.906, 1662226808.78, -1838573639.181, -1647858410.557, -1023095246.908, 274899189.866, -1121041441.783, 376473043.969, 1722226766.159, -1859137530.45, 1841820768.0, 41895640.372, -219565124.941, -1187788224.494, -1504082955.686, -24237268.855, 459402697.269, -351178981.313, 473258973.243, -1148673169.744, 1377655879.831"
values_52,5,25,"{-820852004.412, -185362392.359, -1482592783.164, -793953780.839, 1177542343.393"
values_78,30,30,"{-245154368.1, 2061918622.527, -693513679.854, -1096426034.124, 107626026.929, 277397632.613, 83684483.928, 2091375470.442, 677284237.812, 1437349084.42, -550053972.409, 510010941.993, -2039467937.88, -353318396.554, 805069884.913, -901363751.785, 1636981253.289, -764569574.407, -1108233249.595, 1772322730.194, 1983292236.215, -418248415.042, 695177013.104, -1381978733.344, -348152614.28, -427150886.883, 356287114.442, 1903902458.761, -278251098.199, 320295740.223"
values_20,4,32,"{621544684.416, 252501010.836, 1639903315.673, -973166043.517"
values_53,5,8,"{1314528636.743, -1767399748.994, 737774397.566, 246777281.698, -1937314593.615"
values_43,14,8,"{-817305938.57, 756562763.204, 565425546.767, -1093756703.349, 447750737.699, -391551879.373, 794542382.66, -1037793740.846, 352011685.149, -1453494714.176, -1281185293.591, 1738705234.507, -1352112198.534, 1990274231.67"
values_42,14,25,"{-192858290.153, 52526429.12, -540147841.877, 214357682.399, -46330295.233, 502545037.278, -1743890681.846, 591037765.745, 1795973747.149, 448784406.38, 140605431.256, -77580727.257, -901088799.721, 1737734402.301"
values_0,21,32,"{210750945.93, 1970957012.894, 48113773.756, 622079625.343, -520626529.907, 816890615.15, 570761583.53, -133197340.117, -1511394973.733, 640646795.45, -2012455708.71, 1614122630.785, -2056929046.554, -1295926644.722, 755346983.499, 1803508262.65, -1386845670.497, 1453586389.038, 1180119114.842, -651511438.77, 1028537684.755"
values_61,13,6,"{-1792077796.357, -1602909294.503, 66153781.024, 645441994.484, 1278716063.088, -1358299579.639, 1737424088.237, 841092384.953, 1047187663.38, -292289113.378, 1058161095.462, -346880205.123, -1233107767.793"
values_97,21,10,"{-180512292.536, -1520234454.719, 1439477427.329, -672927373.684, -2116662546.445, -1747610489.322, 1267267990.099, -1112042919.076, -662133908.237, -1890440282.258, 1668705017.27, 567421704.066, -2109063499.946, 1563261329.514, -216181643.278, -1054307801.996, -546916598.529, 161517723.649, -1872218734.515, 1626694860.731, -1404639274.895"
values_14,17,26,"{306209206.217, -1925349493.823, 1523092380.888, 28681022.76, -581039674.51, 50522436.274, -401734552.783, 1169165983.486, -806420591.075, -1368784836.078, -905700417.992, 921868899.012, 1815093102.673, -5192559.46, -1296682511.215, 49989604.489, 664470760.651"
values_87,9,10,"{857815053.099, -1284148155.064, -1965556178.756, 905767851.142, 179191753.421, -1994639408.769, -909796814.191, 719882637.633, -1791775948.294"
values_50,5,32,"{-1530465077.382, 1428441199.215, 286061696.496, -86149284.578, -942977595.58"
values_83,9,8,"{1930987550.601, -1114389309.842, 1978844686.859, 1698838356.878, -903314590.167, -36820444.66, -424353804.829, 1619130929.895, -2039926828.614"
values_67,13,10,"{1748143273.819, -1482104716.568, -1829746932.331, -1542509916.242, -242718378.762, -2139182618.132, 1145926686.602, -437950495.828, -85043251.918, -1643802795.673, 744885494.514, -655954077.54, 1308839793.401"
values_86,9,9,"{-992428325.235, 366542955.861, 801204991.737, -163104580.185, -1184936456.711, 1078677410.194, 1929728955.89, -62652014.024, 1939481026.809"
values_23,4,8,"{1514660383.234, 106955774.391, 1979526211.386, -627478768.766"
values_64,13,26,"{2136261692.416, 1164663956.554, 2066166410.953, 2082588719.404, 821032797.305, -222085994.839, -568149262.808, 1835141269.442, 1495647962.737, -1018406579.088, 475843090.877, 405266911.762, -1495682906.947"
values_44,14,26,"{2008850539.32, -951596740.047, 1207382165.66, -2077049053.325, -79046947.336, 900449022.662, -983104743.471, -208810236.551, -1331480128.399, -1992177967.053, -2056254607.145, 760989321.216, -165518305.611, -855075902.02"
values_71,30,6,"{-224061996.111, 204780709.998, 1155588919.773, 95291857.587, -1409759798.541, -918971910.877, -1437030663.336, -459876899.966, 1014022184.436, -1884054418.408, 793572004.18, 2015196794.363, -947036438.378, -737789954.898, -348904139.998, -202878053.376, -1763479697.247, -1843730470.15, 1999409673.44, -234747517.117, -1203621602.348, -1458327720.193, 692898726.624, -1513958086.511, 537210868.781, -776647833.208, 1991138480.117, 522801454.898, -1917743660.909, 555569824.03"
