inputName,n
values_84,17
values_30,27
values_96,2
values_15,9
values_16,15
values_94,32
values_90,28
values_52,2
values_78,32
values_20,5
values_53,31
values_43,7
values_42,6
values_0,17
values_61,22
values_97,19
values_14,18
values_87,7
values_50,27
values_83,16
values_67,28
values_86,28
values_23,3
values_64,8
values_44,2
values_71,15
values_93,11
values_88,19
values_26,12
values_59,17
values_57,24
values_82,25
values_75,26
values_51,8
values_7,22
values_92,2
values_56,6
values_47,8
values_95,5
values_98,17
values_8,2
values_18,23
values_28,30
values_81,11
values_17,2
values_38,26
values_41,11
values_73,18
values_66,32
values_58,23
values_70,19
values_46,12
values_11,3
values_33,17
values_72,12
values_6,13
values_10,20
values_27,9
values_24,18
values_3,29
values_69,27
values_36,21
values_21,12
values_5,15
values_49,10
values_1,28
values_2,29
values_13,9
values_32,15
values_39,2
values_4,8
values_65,25
values_85,18
values_62,15
values_91,11
values_25,11
values_63,17
values_12,6
values_79,26
values_54,31
values_9,22
values_74,31
values_22,21
values_89,26
values_48,17
values_99,26
values_60,31
values_34,20
values_31,10
values_37,5
values_76,19
values_19,19
values_45,3
values_68,30
values_35,11
values_80,9
values_77,14
values_29,28
values_55,8
values_40,17
