inputName,size,a[size]
values_84,18,"{5284836850438658286, -1744880358388585926, 5569138047904689568, 4817121221156308401, 954073400580394553, -7360982316297128442, 1316168808096234143, 5388440154311154492, 7562805521529835343, -2802010596823132053, -6529373762948884429, 7385227740836359579, -5428949491725825283, 9183275907215340773, 2522066576678960217, -3186743072756461220, -1749624661079641261, 3604109712324179264"
values_30,15,"{6857916049671306955, -6416702127124429899, 2829568174459959226, -701977855571694127, 7318531394037189267, -5836026091653319999, -3261060233780638526, -7044250496477431211, 7694892331853396561, -2528886900096718758, 1326427481493270375, 4838949758022056439, 4277676353001608613, 193987513341382064, -5535198584148385178"
values_96,27,"{3908790368886207683, -3899767334358616140, 5806373079171956004, 6700288487615217300, -2642789241916171512, 8429063203217729464, 5828202177733349730, -6167170860760621722, 1480430443065269275, 3597378805735207414, -2813017282038298755, -231802580388563659, 5511882748899714986, -2697888593906261480, -5695194683026214301, 3203654024366417014, 2652568436334953758, 5207883367247757414, 2323228656209008215, 1972283966485052347, 4472525657001461000, 7070168901635108474, -2071737632880628936, -3529955293506544321, 702920864802800635, 3953033386853347822, -1079327957373141572"
values_15,31,"{-6532453421048030095, 1029642264110500193, -246245482200357540, -9193513116977193380, -1415063061997962239, 3713164009910394707, 1272433458311544095, 2716657910768415913, 691522502093356010, 4865048625028053887, -7375335649537498222, 6919242290377950997, 5738864087979805962, -7819977057390312199, 6971477913953536066, 2395353282788616842, 8660316087835128472, 1592400499851467815, -8505075496999890792, 5001427838172555998, -3150361992871080836, -8604801093407373832, 3032715260875853882, 45956828531695640, -3098097425319365829, 3176438280703266164, 2976350534888642993, -3754172458802687687, -7277020769552001644, 2626427304837493332, 4230283389813507306"
values_16,26,"{2014612487530913307, -6393870601282149317, -1268716108386326634, 2537947872919468664, -7789939869643594170, 359030145152048564, -883066916128312194, -2078109979501603385, -625085902438564975, -608086434980038244, -3333608325116049980, 3222769721857725662, 3278449405389691837, -4698603214845148210, -2833826438708974648, 4379563726276302460, -2957088208696265304, 6602636731150430058, 1636934168425728275, -7866797126615765614, -8246216867919518962, 4984251269523204806, -4010530686586370033, -5480608604417922428, -3223109827241572279, 121302678393766076"
values_94,28,"{-4678620552743717051, -6071018174327111485, -4964847596909175363, 6086174948861679191, -182736047763134648, -5881857212403898149, -7517882612266158531, -8223886540855440402, 4294548819115973382, -1658695890924108343, 882040039933404569, -6747813096584897814, 744050604622753274, 1104964718995917399, 5252025622221675510, -604588618900267896, 2289434322612201207, 2004417426061506605, -3395870048685658588, 3870943010722974560, -8126787582436277360, -5216790580977943224, 2156499615728246359, 7058107613683314561, -9162002362231478969, -6827533479595093479, -614346682933451669, -1866911968844496937"
values_90,18,"{-8583382458888681087, -2179310841861639419, 7241029861865549369, -3684543289643925880, -4904649443176920442, 3121358912554243671, -4023733035970071122, -3884420681508655810, -168690845974747087, -183510251798023353, 4904194862882363332, -8095519859293561949, 4721767593099498977, -5498127481684554677, 1139936085324974489, -3221276766876308418, -5572737015060108478, -2376128165636863711"
values_52,20,"{3947874462066748215, 2324407807940454994, -6762642553356942928, 3395743084776291795, -1831074613601397185, -2716915190111192204, 6569339341913376617, -119814902517464670, -7964590033354771825, 286726873488478354, 3327066483953256089, 2149534856688970126, 1356517100042873361, 42415755014413697, 372450311283594533, 6525929266056935867, -6101771741253051652, 283906243643063518, -1575495071423435446, 6644078074035399608"
values_78,17,"{1259451036648422141, 2058048130353677793, 1954484476701407904, 889807378969227257, -6292479348940354783, 7831754109271164372, 5051149368379024957, 5035718932170282032, 7846675779973325778, -5769989308478245653, 489006137355392516, -5293025272698788858, 4924639838364976082, 8712961610578355593, 5610288886878663395, -3935200007020232772, -3175407789899545292"
values_20,18,"{-1753204694240264383, 8738418263038026953, 3142020950451632199, -8643581290517802406, -5706302137798101386, 2880675138853582155, -4670255493078786160, -6050032195324170852, 9177753835058661595, -2259496960248236452, 8521048577849385767, -1886692567237041567, -1516458821125426217, -4619681308790345237, -8368948880572346975, -5126391856886057205, 3291040577966434838, -8631756618680634191"
values_53,17,"{-8181396838285333210, 1125364883566678727, 5978908898016759531, 7819473501044913860, 6357595748948559044, 480834465788884621, 8661597249722113778, 4577269159694612529, -8035968104911358487, 5226094127814258894, -7295416762563787517, 5626468081618920762, -6731408516620770781, -5778323400154010924, 5105497472554207257, -4877840633412692156, -2028496844793027987"
