inputName,nn,size,isign,data[size]
values_84,3,4,0,"{19627, 25656, 9146, -31100"
values_30,2,22,0,"{30794, -13232, -5471, -4445, -32658, -4795, -1422, 17408, 20383, 19584, 7340, -18502, 3989, 14395, -4808, -30993, -29551, -8750, -18869, -19447, -23634, -28602"
values_96,3,21,0,"{-8771, 6728, 7822, -18694, -9670, 29795, 14462, -14623, 1771, 20452, 13483, 29015, 11977, 32739, 19673, 29964, 1895, -11617, -18020, -19390, 12510"
values_15,8,24,0,"{10664, -20288, -3139, -2316, -2435, 17196, -29841, 13807, -28279, -29833, 16858, -2679, -10542, 7687, 4746, -32746, 19431, 14977, 20931, 235, 24585, 67, 21758, 14575"
values_16,8,21,0,"{-2671, -6154, -118, 1660, 6817, 29961, -24350, -5286, -2772, 2218, 32093, -4705, -24047, 23342, -30654, -2839, 15243, 26749, 28378, -18640, 5523"
values_94,3,4,0,"{12153, -11158, -20820, 19862"
values_90,3,22,0,"{15320, -5357, -10531, -1275, 26830, 8731, 32129, -20291, 1986, -31343, -10942, -14484, 17838, 29764, -21712, 3799, 9258, 23978, -3010, 2226, -25496, 29787"
values_52,4,32,0,"{-14291, 29033, -27967, 12099, 12025, 1498, -18468, 11202, -352, 7663, -6041, 9242, 24409, 19316, 27082, 18710, -6235, -20255, 12083, -12444, -23089, -7395, 5530, -1988, 23065, 13447, -5182, 27700, -2259, -12042, -11616, -17374"
values_78,2,10,0,"{18466, -17041, 13056, -19035, -18963, 3426, 9384, 9591, 15752, 16270"
values_20,3,22,0,"{10812, 23857, 16511, 22188, 19310, 3932, 27380, -5750, 15015, 32131, 20629, 24768, -32646, -31867, -21839, -20184, 2089, 14081, 19027, 29824, 8801, 7220"
values_53,4,32,0,"{20230, 18184, 8750, -31192, -27829, 32343, 31978, -3080, 21235, -1640, 25652, -1729, -11248, 7034, -1858, 24470, 142, -1281, -26318, 32289, -7573, -25932, 801, -21684, 16140, 4703, 29940, 2827, 11049, 12901, 30759, -21584"
values_43,6,32,0,"{-5735, 3592, -3469, -8918, 17138, -9076, 2364, -25114, 6385, -17753, 3490, 21911, -25694, -16919, 21372, 3537, -17830, -15102, -1436, -18318, 16905, 29884, -12482, -15187, -15976, 26731, 4759, -23698, -15925, 8214, 31554, 12929"
values_42,6,32,0,"{16980, -6666, 2813, -19228, 6590, 24880, -19055, 548, -14378, -11840, 12323, 19422, 1227, 11943, -29917, -11919, 3283, 8575, -17021, 14514, -21587, -3521, 2782, 18472, -7441, -19356, -2938, 24829, 16306, -8919, -28144, 29536"
values_0,5,22,0,"{-19049, 23376, -16557, -31134, -20713, -14934, 26585, -3467, -1891, 17293, -6932, 8637, -8197, -24112, 28596, 19065, -4602, 14849, 3219, -29462, -8017, 6518"
values_61,1,21,0,"{14254, 24951, -1575, -31816, -7315, 9906, 1312, -16211, -20625, 8961, 10943, -16471, 6629, -23079, 26249, 7627, 26514, 12090, -14887, -19709, -10357"
values_97,3,9,0,"{-19082, 28125, -1069, 21914, -8009, 25181, 16073, -5406, -7209"
values_14,8,4,0,"{-16486, -16771, 30953, -20708"
values_87,3,9,0,"{16592, -13872, 4991, -19182, 15509, -25790, -27346, 28399, 24109"
values_50,4,22,0,"{-11223, -15120, -2223, -8314, -4940, -6017, -9019, 27773, -11110, -20254, 29188, -4732, 11367, -26622, -25298, -2580, 2623, -9974, -31037, 27299, -13920, -15603"
values_83,3,32,0,"{23847, 27726, 11077, -27065, 20045, 31563, 15716, -19113, -10851, -17127, -2377, 27438, -23325, -8905, -21233, 23408, -12011, 2449, -486, 29216, 25624, 17360, 11132, -31612, -15118, -23300, -18188, 20258, 17526, 21459, 6365, 12348"
values_67,1,9,0,"{15261, -12470, 21099, -4536, -23955, -21582, 11051, 8530, -7648"
values_86,3,21,0,"{32549, -25402, -7655, 14309, -12045, 25129, 5830, 295, -11328, 25795, 15621, -22140, -27735, 21349, -2480, -17445, 26295, 13826, -21344, -25135, -18046"
values_23,3,32,0,"{18224, -6948, -10569, -20795, 26561, 17165, -2802, 32451, -15532, -27189, -31676, 4861, 5713, -8491, -18645, 32202, -31159, 5446, -4859, 4114, -9402, -11708, -29840, 13409, -32286, -17449, -6535, 1317, -18194, -31589, 18631, 19784"
values_64,1,4,0,"{-26580, -18755, 16488, 31068"
values_44,6,4,0,"{-6461, -16093, -28708, 17907"
