inputName,n,key,arr[n]
values_84,14,8,"{-9057068427198451346, 1833821101472599652, 5635295375262014518, 2505468869144142404, -2283113320123233139, -2544069552474369611, 4337705915401854607, 4008257635756034181, 3115913743189331977, -6517193094835321882, 6630271019993724234, -2982307376383998961, -6056729185651800875, -4648104199307942722"
values_30,20,20,"{5465291982794507929, -8460395872419912408, -3907048334528408600, 5193739749102386671, -1613209515996890937, 993304847267505822, 1072743979243651529, 8498525914205064015, -840692241948141581, -6172332966285738925, -9111401995989408522, 4870243586985013281, 8578898830524548242, -2738770185341589742, 6294215137059745506, 8223904441070723791, 2836815490173748511, -6794460066747233810, 5199338280298437171, 6546894561757367809"
values_96,32,29,"{4622624854860766117, 7808413979115933542, -2552687965301729704, -533345509456111678, -4044817279943534748, 9087140535558722897, 7606185020701462449, -4723831471421235994, -4936349742269021848, -9140159311497577834, -5663472736208734475, -3327390155890094559, 2257001944529139043, -324910011548558097, -5902207596867873164, 323114274109016427, -3959766931437661682, 2266972199328290727, -8844427826972558038, 3633905010314502405, 1712622986413333592, 8356004245060610285, -8228814122970035120, -6038840687850791167, -6199566816627037533, -2436764853107185593, 3467806228340332344, 1899665612589864482, 1996824701842856111, 7899579866920400042, 1990411243706469258, -5924231191008526806"
values_15,30,29,"{-7367250463500671144, 3865101783116131886, 3384663002342551544, 3371076972322091102, -326557837728624823, -3237152654485363915, 6150637733452004012, -3601939269290754204, 3156254895528686741, -5228591558067672762, 889700105197533733, 2851014213402750213, 1431995821675998290, -282345616443144568, 1836928788323787885, 8560441867799668820, -2111519500664324018, -6074982290477153706, -8609163508100726845, 6822118273515720200, -7434416064826968939, 1356335160049309547, -7697060910317208118, -4842919968021918436, 2291259240491431738, 1974457900184863801, -5695214133981358559, -1200085199011790809, -3649066261118425183, 148327760746114511"
values_16,30,29,"{6732414344234733202, -5684530797273839853, -4494021423137073450, 6967973791962097579, -4869351039524813572, 5275769253161607134, -6413891233829476006, -7200343793374011618, -18178288567330422, 1512197102648364962, -7927220764660709757, 4994039583365242676, -8492521140199811629, 4933806526787562870, 4187217674112055067, 2951374025902255311, -1648557799978799402, 7266154666027403740, 8657959189403589282, -107208628683374409, 4660591608385983836, -8986413602092995599, 7827309627661773209, -1343929341477884901, -2416933612307954009, -6765276868282411219, -682526814520980145, -493908980211836793, 6086684546375143899, 3209832673559596321"
values_94,32,8,"{-2813793175544487112, 8129706436355469149, -7655076968981132629, 5700016591202629502, -3782047517205175780, 4134358973337452639, -7351692243069434218, -559361855260949225, 7141605158354392020, -2760967216156462819, -5888256028375319579, -5362974622449103833, 4161336568411755925, -3274333731458874283, -6648432540514306540, -662468243651804688, -6737294564457334236, -6619112498432040648, -6817577606085692993, -1253601513502555849, -5777770146554041169, -3282925438795597221, -2210280253469473653, -1992188201506846137, 633392626976120465, 219889765268365118, 7868299884617171171, -8083867184227902317, 243018802867787409, -3795906809025073026, 1484799052140480074, -2318242728936594533"
values_90,32,20,"{-7135812418978248422, 6818974738968871798, -7101778842006340829, -700405114619352201, 8292810261983479543, -3579700839852857296, 4361555557756982384, 1873066999971301701, -2770237013153125381, 5269403806114830990, 1101580709752219259, 8855127370433909978, -3526882121009089266, -1119340139361901785, -2393339716445119385, -1758117974860940328, -6182137466200787267, -2833320377375994482, -2198922382718605874, -7438416934029154288, 2791825550305267849, -74556433209104563, 2174554604796904422, 926585091346384570, -3456846386630469571, -2459877462829247672, -3274956713009058389, 6000188887129313383, 6701239020470613720, 4792078091825994061, 1724983508073727250, -6698461991281771089"
values_52,14,21,"{4327680553521701887, -4890647150185900424, -7324028228851809466, 716973984954038795, -1758727130013175306, 3380513078282340274, -1213599428853789522, -4146280306973452154, 38137105568624878, -2849904109229879220, -8161575539383652399, -2168937243294559011, 6818765893832554092, 5521177534809227109"
values_78,22,9,"{-5165771634207429849, 3423174997964571487, -146671172346852256, -5219958794492263904, 8434231417824420395, -4926953118439314356, 3316421673529861570, -3559525421312588932, -3944835297802509980, 6977967727446420790, -860696067655736603, 1273911831752182351, 2784183094574875793, -1868857500563193651, -7799123872269112509, 909592116025110352, 2203095125715210680, -933690533334003978, -565599140334954731, -1284551746867475794, -2755926820637260350, -3035637996618753365"
values_20,17,20,"{1730405852173871474, -3761362107978890046, -5865235830447586195, 778347123618866434, -2874050346911868025, -6174828375965415289, -9095958563842123297, -6640400040009777083, 2177284986686867144, 5830413849111197789, -8790984751067845721, -1684936308501437728, 3640076809226959795, -6016049720468700694, -6853182956951187531, -8778933272180853069, 1772862349032523444"
values_53,14,4,"{6037044333485178535, -6015443362290745511, -993942807092443706, 2091874983832882849, 1437210113570204860, 2448836163027092212, 5390968213721493224, -7542774355931940636, -4358599845125773880, -4926514033291885716, 1161529599159105194, 6530424179092686208, 5782400852884459892, -998288464632308937"
values_43,22,4,"{-8045156797807613369, 8300923883291789432, 3629086118324529873, 7483672412143205060, 5298462483603529555, 1951205780844436123, -5131094671873341036, -5773036126190615635, -5213023492828307398, 5694960020426264759, -7575838373134219511, 8322520342176822245, 1561883653579689153, -6044867081727781221, 3252478387886515104, -1213520835061203207, 5510303106135470706, 6176731427836697600, 3792725888284733220, 5866849748594297295, -2833449686368248514, 7350550873018369612"
values_42,22,21,"{-7465091439720480527, -9201225178871505419, 3232248296553712195, 6231437038158778006, 1042888359091948920, 142495586079675343, -4112480024925456824, 5185399576996250203, -6088019463220309126, -8521862700493164230, -8793847640381490670, -7271853573591666048, 6375333737720794622, -2238726821584707891, -974591550932345679, 7255918325723629490, -6397756497084194511, 5206030880834387493, -1304754642181987874, -1396993143282358492, 4363043128293541425, -7867332258851354358"
