inputName,size,arr[size]
values_84,17,"{-18220, 20258, 26180, 28436, -17110, -24626, -4475, -18484, 18340, 16334, -9623, 3058, -28482, -19341, -5670, -32164, 2389"
values_30,3,"{-5071, -24251, 14663"
values_96,31,"{17168, -16733, 7498, 3288, 6220, -3962, 5435, 30704, 5414, -29835, 4805, -6120, 18462, 14564, 23812, 5229, 24275, 25193, 22494, 857, 12285, -27697, 28980, -17463, -21630, 26282, -10067, -25127, -29901, -32416, 31286"
values_15,17,"{-20550, 30305, 26783, -21473, 20383, -15800, -21804, -26359, -1183, -9886, 25709, -24605, -17585, -12960, -16899, -28068, -19024"
values_16,18,"{10010, 17465, 29120, 18246, 23564, -9375, 14323, -25885, 14544, 2830, -2710, 10019, 14568, 20587, -29712, -16488, 5849, -4702"
values_94,19,"{-26713, 23593, -28365, 18645, -19907, 19094, -8618, -28917, -26957, -11079, -8904, 16531, -10767, -1830, 9363, 410, 17831, -24651, 9652"
values_90,27,"{-18714, -26912, -10721, -3681, -27801, 21287, 2825, -30564, -29998, 9514, 24673, -15442, 8206, 7669, 26089, 12824, 12360, -6581, -23107, -27072, 13573, -17990, 916, 26226, -9927, -3038, 30436"
values_52,4,"{16045, -22771, 16124, 19652"
values_78,7,"{-7529, 7154, 27145, -21856, 22350, 10341, -14833"
values_20,25,"{-27256, -17386, 1283, 28278, -4258, 12341, 5556, -19247, 15678, -16729, -2845, -25842, -5551, -1473, -29117, -6754, 715, 11678, 21898, -8604, -14546, -27456, 18874, -6876, -7745"
values_53,24,"{-20109, 9376, 4429, -4171, 11554, 8440, -15252, 8240, -4517, -27966, -27219, 128, -16484, -11428, 25743, -23616, -17497, 1033, -12696, -19723, -22182, 24597, -30366, -20883"
values_43,22,"{-21633, -11723, -29964, -15569, -19287, 28481, 5467, -19314, -18370, -4626, -8770, 14896, 11456, 479, 21621, 28797, 1212, -8955, -16751, -31763, 2960, -31023"
values_42,27,"{1474, 3904, 11141, 32188, 11802, -23245, 18910, -13393, -29195, 18974, 22137, 24075, 374, 1289, -25024, 32614, 16300, -9422, 18025, 459, -19942, 24176, -29988, -25907, 4771, -11052, 5272"
values_0,28,"{1482, -24423, 17121, 2760, -27288, 1116, -2157, 1268, 6489, -30272, -7433, -14086, 9356, 8286, -3733, 25118, -14139, -31464, -26660, 20841, -19012, -10942, -13852, -25262, -6211, 4847, -27645, 16002"
values_61,30,"{-31376, 21847, -11734, -25890, -22757, 16012, 5813, 3621, 22250, 718, -12702, 31956, -14017, -7152, 29074, -26680, -10046, 7299, 16497, 12288, -29029, 26076, 28006, 556, 960, -7677, -5360, -14552, -1138, -27868"
values_97,18,"{-27800, -525, -30518, -10607, -10780, 5599, -6841, -28991, 14182, 7254, -4642, 26822, 3528, -27521, -6902, 16268, 26983, 25051"
values_14,9,"{-14516, -19147, 17554, -6972, -29105, 5220, 7298, -14108, -5226"
values_87,25,"{25498, 29870, -25254, -30841, 30421, -23505, 20527, 4562, -16880, 8991, 21455, 2641, -21880, 8337, -25357, -27617, 20037, 1188, -25418, -10624, -16709, 18882, -6776, 18140, -32553"
values_50,13,"{21194, -10147, 27304, -19283, -3943, -26573, 4331, 5281, -30309, 27948, -17060, 2523, -5272"
values_83,15,"{9856, -26306, -19085, 15161, 4495, -23927, -21492, -17504, -7872, 13003, -13467, -17270, 15120, -17134, 17118"
values_67,30,"{-18542, -13204, 28370, -23425, -31645, -29575, -8011, 8887, -9117, -29851, 16024, 23433, 10740, -22909, 6391, -31733, -16392, -10032, -13589, 24993, 9576, -10322, -11468, -21511, 19378, 16899, 28844, -25789, -7791, -6737"
values_86,8,"{29735, -20704, 7495, -16661, -20280, 737, 7254, -10515"
values_23,30,"{5698, -28164, -15572, 24709, -4643, -2946, 20852, 30036, 6653, -31282, -21899, -28924, 157, -28041, 15991, 26308, 21887, 29496, 32411, 10973, -28921, -411, -22791, 17307, 1367, -15686, -690, -6392, -12794, 23449"
values_64,23,"{-344, -26888, -7235, 21553, -3965, 28668, -16568, 4900, -10695, 12544, 22101, -355, -8374, 16265, 2133, -24960, 187, 32135, 9562, 11050, 22073, -9247, 9391"
values_44,17,"{17031, -27245, 5303, -25040, -4393, -27748, 6846, 17144, 23355, 14370, 11680, -2674, -21523, -3878, 3352, -20985, -3682"
values_71,12,"{5413, -13715, -20375, 19201, 31005, 31758, 21727, 19449, 10461, -11757, -23326, 29752"
values_93,22,"{-2091, 22738, 13412, 5445, -22253, 5634, -15382, -29254, 7334, -1780, -1765, -4634, 12894, -30558, -28126, 7627, -5182, 22486, -18274, 32578, 31543, 6555"
values_88,14,"{-7479, 29017, -23406, 16164, -24757, 29033, 19305, -23312, -14315, -2588, 7816, 25482, 17378, 2645"
values_26,17,"{-8979, 2945, -11049, -6992, 16676, 8137, -13872, 31804, 31827, -18936, 30638, -9357, 10623, 25270, -2735, -4073, 9645"
values_59,12,"{20823, -28162, -18137, 5416, -2996, -20235, -23116, -30525, 14544, 11097, 5840, -31215"
values_57,25,"{-2865, 8010, 25026, 23058, 17391, -23864, -16269, 13720, -161, 20489, 27474, -3015, -21204, -30868, 5845, 12245, 18435, 28731, -5372, -18241, -1027, 7205, -13911, -1158, 983"
values_82,18,"{-32098, -17110, -11594, -31104, 21136, -294, -10864, 9499, -15983, -26316, 5004, 28770, -788, 19763, -27592, 15018, -22068, -13713"
values_75,5,"{-20011, -30711, 29731, 9616, -16595"
