inputName,size,a[size]
values_84,3,"{-1969460509, 243245045, -1080792063"
values_30,27,"{-1976274956, 1795681015, -797509071, 265716835, -1935248556, -375944818, -1628908908, 1538125062, -400342959, -2064625705, 1117144836, 237228536, 1472167459, 219978968, -1524588981, -210422092, -884513179, 2114830105, 972542330, 659199170, 1873860052, -459420847, -1748558645, -82409746, 1863681151, -861799714, -760250709"
values_96,17,"{71922042, 1024668135, 860343866, -277608645, 2115124548, -1689006402, 401464237, -2009191924, -1110996331, -1827167518, 1378801447, 587385513, -1601400096, 1300356355, -1704947749, 1140449488, -421520820"
values_15,21,"{-1907078630, -731345954, 203504203, -1883743327, -2139366300, -1494757519, -1964468589, 1746128865, 999392636, 1810974546, 48627420, -876641130, 1118623634, 1686243138, 1272193510, 771568843, 1092071258, 877593615, 1784904394, 1452187978, -139697594"
values_16,29,"{1773580585, -1699742697, -1090886010, -861987897, 752500051, 1018120870, 54675376, 1612089083, -810281340, -972792814, -788747030, 1155232127, 1055564316, -252601370, 1584892799, -68067779, 323260190, -1975488632, 1503951887, -444482656, 1230655072, -1481230512, 1123173511, -148042285, -374176869, -1194309618, 1011583010, -2047451835, 928050727"
values_94,16,"{-37587303, 502442792, 367693670, -1873249429, -471257920, 1807662871, 1863800463, 87675266, 1058711077, -1478376363, -1714648587, -62570610, 2106776161, -1012267825, 1973016753, 1834810219"
values_90,21,"{594969256, -1815857695, -32176363, -814034568, 1687817559, -355168665, 1981169417, -1953247916, -2001081277, 533465618, -1844648214, 1394744565, -1400765191, -521863041, 1676716123, 1152310465, 1117149238, 1460470934, -1049149882, 1032521458, 362385820"
values_52,27,"{1881256312, -2044267922, 2020751915, -1311635503, -1374773273, 1635553410, 2075129237, -1444167484, 440166102, -1470802081, 320541907, 1055453803, 1722811293, -483685615, -1966307958, -1533795602, -2006877225, 443332928, -1177905275, -93843859, -422853014, -1887829761, -774367155, 14364543, -1861951287, 729773079, 2001099098"
values_78,28,"{-1565040728, -1037317092, 1397697895, 1371083512, 1105283333, 1492834110, 1869081721, 520862663, 1383541767, -271392387, 939301589, 1865677226, 238309049, 47325152, -1455121587, -1409102350, 111740136, -1755527288, -1388466089, 970983906, 1093365572, -315640680, 191556047, -1232850070, 1848414547, 333568833, -2043566237, 1423879367"
values_20,17,"{-1426334471, 2069925609, -241475158, 787148288, -1570530162, 2012521228, -738080971, 2074900529, -1802131765, -1503921902, 894978180, -1248943145, -1791527574, -896480851, 1702598976, -1970501884, -351896771"
