inputName,n
values_84,32
values_30,39
values_96,4
values_15,27
values_16,90
values_94,30
values_90,15
values_52,15
values_78,11
values_20,120
values_53,11
values_43,11
values_42,15
values_0,66
values_61,33
values_97,123
values_14,59
values_87,67
values_50,52
values_83,27
values_67,23
values_86,66
values_23,102
values_64,86
values_44,22
values_71,103
values_93,31
values_88,122
values_26,126
values_59,17
values_57,127
values_82,50
values_75,113
values_51,38
values_7,74
values_92,58
values_56,16
values_47,95
values_95,31
values_98,60
values_8,29
values_18,35
values_28,28
values_81,113
values_17,87
values_38,66
values_41,81
values_73,111
values_66,7
values_58,24
values_70,93
values_46,17
values_11,49
values_33,44
values_72,77
values_6,32
values_10,38
values_27,89
values_24,82
values_3,64
values_69,17
values_36,16
values_21,110
values_5,30
values_49,120
values_1,41
values_2,31
values_13,49
values_32,95
values_39,76
values_4,100
values_65,101
values_85,3
values_62,11
values_91,96
values_25,92
values_63,80
values_12,72
values_79,88
values_54,103
values_9,3
values_74,30
values_22,91
values_89,79
values_48,14
values_99,96
values_60,9
values_34,48
values_31,53
values_37,113
values_76,123
values_19,52
values_45,112
values_68,111
values_35,69
values_80,126
values_77,78
values_29,31
values_55,98
values_40,78
