inputName,size,a[size]
values_84,25,"{-109115303.999, -889891442.891, 23265952.635, 1478052752.466, 1433477318.422, 1578420006.677, 2074193985.422, -1636914727.188, -378052036.106, 843742506.028, 939704270.197, -719428133.338, 919595871.274, 392712281.133, 1536402897.779, 1810436771.987, -1808420653.15, -360025664.435, -858755427.575, -1309088764.743, 2067701301.297, 1641694284.731, 95923059.499, -326975.929, -268540525.643"
values_30,30,"{-1373045089.184, -654053950.344, -1882272917.98, -480786304.357, 342925789.58, -1173917383.204, 363739456.776, 1881155.491, 824995313.937, -1282737557.757, -581303932.995, -1614326495.329, -2108712532.924, -1105502362.887, -802054234.317, -2018270920.723, 1430229190.276, -1837469564.922, 1432755084.298, 863475108.611, -1606698324.599, 833000870.873, 200666541.518, 755467218.621, -1574476953.765, 1859759455.039, -1274241046.75, 1438186560.237, -810058307.36, 224356325.453"
values_96,23,"{200834261.839, -1802463985.529, -694092965.243, 943570551.956, -291718645.109, -2002506962.632, -516946968.287, 1914935441.377, 1260262032.824, 1050192499.422, 1771589601.734, 709357551.883, 1822862959.508, 1654349628.97, -248433316.732, 1516067767.171, 1197581786.079, 279740320.483, 392853412.684, 349189091.849, 730579046.918, 1753654568.977, -1534071683.517"
values_15,26,"{590914092.167, 100104183.531, -1201901360.764, -189420713.885, 231601503.844, -706208606.235, -434423996.111, -2032403444.168, 587142528.796, -1800868080.352, 1483257628.017, 972344677.009, -1852624891.666, -385638201.247, -1518613291.446, 412835817.796, 295552411.16, -1966945857.824, -1840614882.048, 504677490.376, -903132879.211, -1741303618.529, -1832447821.49, 684704141.804, -9976882.178, -660626682.691"
values_16,29,"{-466603554.368, 1934342412.3, -1398937108.702, 456081408.33, 1025709745.147, -1281757165.59, -1030666883.929, 1773758022.207, -1022117718.237, 975346918.4, -499215403.047, 855776233.655, -965440036.701, 1360905332.659, -577905493.506, 1453038665.572, 654844909.777, 351155505.038, -150121411.902, 1356103290.009, 2000828451.302, -1384529399.691, 1823931326.71, -545887733.187, -73433649.012, -890691662.837, 1902845636.767, -1219213981.272, -558112875.096"
values_94,32,"{1701203013.019, 49202913.58, -1253215180.081, 1925204867.371, -425241956.798, 580158373.098, 840827851.379, 970258846.212, 1342251410.09, -1708000854.759, 1288765293.268, 538281226.648, -1616166477.607, -767054635.349, 1969697587.436, -387132263.491, 918490517.339, -1282852205.097, -1336955873.414, -1693216188.902, -1443458342.41, 2096193505.181, -967615575.536, -1134082992.079, 131806604.494, -297867207.924, -1880864903.832, 836094542.768, -894236413.391, -671966528.548, 1279690342.821, -265004042.122"
values_90,8,"{-3362777.891, 508971913.391, 1993140904.369, -1522028852.013, -1216930492.422, -1938580583.509, -275713929.944, 287253926.205"
values_52,31,"{-199654775.501, 1184769133.562, -1590847546.976, -97377320.547, -740970043.627, 1955966712.709, -1050613524.282, 16350679.928, -1478311337.808, -2065404449.333, 932648484.489, 1671887038.662, 811726702.937, 1547403771.467, 2130985319.286, 1797067238.834, 812219635.013, -498571769.152, -1305461856.115, -1642362745.17, -961466133.183, 1620823430.164, 439449358.604, -2090387624.133, 58996603.551, 1437306570.166, 2087709352.514, -1261284809.804, 1145186404.139, -198447995.348, 119595392.616"
values_78,24,"{-1665459356.984, -879313770.364, 383901054.986, 812486368.945, 66610634.786, 661573267.925, 1313627287.005, 266162662.279, -758220881.457, -836922837.122, -1028666995.598, -1202918708.863, 639239756.277, 1045684884.9, -746257512.822, -195956146.966, -1655468885.892, -947860519.118, 1462838602.296, 1213235076.811, 1531829399.881, 895180695.681, 2034564496.58, -1003214130.356"
values_20,8,"{420855125.991, -947466241.034, 2144377797.249, 346174405.351, -1560557963.556, -1176234580.156, 15133753.709, -143164554.976"
