inputName,size,a[size]
values_84,32,"{-8183773042406445755, -7109259755920498804, -3455333963317267413, -8669704658716452162, 2580778098833223430, -2491603774734471156, 6322397155701004863, -1905801024278886739, 943103877836250523, 8597319634289201282, 7776829800346556191, -3573166055199911065, 6830836417690563322, -899425829046221662, -5264278795996092467, 5071249081175601086, -5785307672380659042, -5600788442714000875, 7376859475016245458, -1576671078544060310, 5954945911428059662, -3159978689512692121, 2395702865131424703, 4752512984236841664, 4385324827738619280, -187955284593423206, -5093587298825670085, -1528799387018762191, -7723293442193690903, 1619786994179218667, 2440774306572172784, 7620770539954286407"
values_30,10,"{-1994323414926904700, 496856435405554108, -2336143917685360243, -5362362311418490351, 552544745716174711, 946803098316641624, -7349936985411044837, -577467222425265375, -6833138247306827479, -7125703334437939739"
values_96,12,"{-5733022572810272769, 721597379993110673, -3923983740248738526, 1734844687289693203, 9125521056412257752, 4086132927804274839, -4344547298237461210, -4535090282188812667, -7032689482801891747, 1782258075802113894, 6145191374830774624, -1191872773907062545"
values_15,10,"{-5505545744088642090, 6716784899470434495, -8010823295041209547, -894156432096134492, -6761244716722431031, 909096763317986022, -5940074587035177302, -6579111021578079187, -1520423219301435222, 6942850245200324715"
values_16,29,"{7719591130914141069, 5885967581755445801, 8301114158165203244, 7131563948570153387, 973245244407641833, 6976944027322224116, -137029614315899485, 2181139725833264713, -5211718794000623088, -9040908106825991310, -3276942200960823059, -8614406688925677121, 3605864447243390618, -2972189735987246086, 7677944303131587348, -3569672144577427265, -5679641603388330176, -7089605692963249769, -4965089051162666204, -1705227296515431263, 94551881530735134, 7146009394636280993, 5253196590862657119, 1881302051600592044, -8929052035096549606, 1418109909052514098, 4738735222128583854, 2918380063053610709, 8693075318794768744"
values_94,25,"{-7621331800233320259, -504447132242655207, -5914544207905020205, 6025410869693618355, -4188527275979512836, 7260060002314945910, -2168842261585390020, 6890981272249911610, 8391738424326902991, 1442324246039576923, -5586749085787873459, -4724729666553191951, 6395410444929599917, 8038902597660304078, 4733552104413921131, 2369364536297125426, -3306877978671357082, -145179125989341356, -7079453498481012492, -9139072892365387777, -2099844176519743685, -1972743748546883402, 4335891338770986900, -856114343099530484, -1950634443672117817"
values_90,12,"{1292526865187181379, 1494569179565899506, 7227572184242869124, 350271907645464934, 7945575375385047135, -2012482107591694849, 5199171175641115475, 1328778610539313182, 2454471018879240708, -4570624393185657592, -1777861788436304966, 6843642331299871270"
values_52,21,"{2868668142553460014, 6456201671391520389, 5439690614311529439, 1555664134169279003, -6616693456748299689, -6191074079580386989, -1171264400800752722, 8813491231308106463, 2427457277928184965, 6009232555999828935, -263214490699664422, -7088944504974422451, 7135401550617315684, 4794179961768294243, 3573777620784522925, -5616789056043143056, 276370348377858949, -4830585885758682740, 6794095572046363433, -9197745869524492494, -4638298927524099381"
values_78,17,"{8332368085876716326, 6552904697481034258, -5015623716498804062, 610773946784403207, -5866928592851599159, -5135757633689522435, -3777994971816602663, -5769871057334064533, 6558245136410545751, 3852368008858469149, -1738030205879345208, -6162570690292549026, -5795825490770930821, 5176068791731226197, 3755295499836436690, 1005486457969699731, 4916529691547914969"
values_20,25,"{9019958070215047284, -5799546461121323340, 4687773819734886143, 4914728801108338554, -8432813461752852130, 3713551369713595356, -7583640736393780002, 1496508320828075230, 8043738127568004732, 6578050760743967932, -5635660140774256461, 6923309310667513497, 1525900438483032125, -7648210740506731104, 5003243468088505255, 6668677909478602456, -2858606309269685751, 3599228262746107357, -2838932285984905584, 4169021537250231097, 4408804988700891088, -5611703490680765650, 5947171711652679102, -5605459207222373293, 7753880155999875644"
values_53,20,"{-7941642597402295332, 27973650178419822, -532706725398200675, -2846691789022941678, 8461228119376433859, -268767354304817589, -5271618365734697483, 2698856827685749434, 2750820543552708790, 6760377039008242809, -2645508386085870232, -8481895432670077069, 6456155130806101026, -5660587280869657312, -4866324438973032817, 2938312334806038763, -8789954850648620398, -3850380823575145271, 4688644317825150013, -557672456572059219"
values_43,17,"{3097383589996779372, 5863226238396179622, 8373419932766445494, 6503833378427975183, -5217015149056878963, 1398990970149819645, 4245676831302111247, -2078425645605545743, 4726646258255117105, -6662382455639338087, -1084596902523939407, 5661477466884178167, 3591638421049783339, -4846373593490066396, -7107560977348439046, -7863775849681568964, 348337848103228530"
values_42,9,"{4401782008680310487, -1672572601789572394, -5126361160015634511, -4514751578040152775, 2686001879835695145, 2117127894033475920, 1654365858667897809, 7697671958311588914, 824805792571418493"
values_0,5,"{3318534810666607771, -7760947988784842697, 5005067821001355369, 5245558491786973286, -7553400806721926473"
values_61,28,"{-6018606415484957622, -8531783265592577880, -5889850403839097294, -4040493141274551223, -7197800913686055394, -6799040207214890118, -5411802278171235768, -3652694722776493055, -6019692705259034767, -7351147791878695552, -6303206336873565152, -2269379691524937236, -5706891596220799612, -559913086243816776, 5212347531111123307, -4690771131543742088, -5977774003768785389, 2219406933796793224, -5939523543608211116, -1900761146106287891, 3567369697137327252, 6580483466777010410, 6667015004867905289, -7450125785585006221, -5993927028576264240, -5429016588385099263, 3182130431826194717, -4981955421701942662"
values_97,24,"{2701078737908511370, -7211625372240422846, -2600368879184399388, -1739807449747288151, 2034526092082614153, 7852800319227981014, -734583730922377022, 1720399192425480077, 3730051549749005039, 3952965875445974104, 3584071769736416201, -6707088411805125152, -1481129925367888629, 3418837351447610981, -5221030588755673648, 7652821900701866989, -342182286579803150, 3984065856996072679, 5098585026376372085, -1443885666926388710, -683033380595077506, -5897599391557766726, -3211747500131306974, -1447486046241077567"
values_14,8,"{7752429016754903780, -6807609538005801375, -2840359920627207280, -352866230504332651, -2549346302428577175, -2862033137148654478, 3944134269171683238, -2364458540291854727"
values_87,28,"{-5164002124306904994, 601745796354169538, 8658329447488825268, 3625039751710556963, -1748720926709298161, 1296404009638658067, 4794747646313046846, -752100748676664065, -2617752586066862102, 3335092037815295534, -5272082579988641267, 9042985574027589080, -185967170243109661, -7486386208033578199, -4917248587003391582, 5740879533956009543, -4148401164601222111, -3434763998068850377, -3128098049259613052, -6208722014677628142, 4251201108662054142, 8032664311584855513, 5004451575929060121, -1680534128100566816, 9162545078866956789, 4820789638988970280, 8711757449515535779, -6028534287401995053"
values_50,5,"{7893751674172357333, -8209079434726338471, 5470352441611620377, 2219288186482869563, -8974687309720942889"
values_83,24,"{7705560093784327677, -5234743741014973883, 7694765246774957002, 3373698661605387011, -1538179177151341474, -9000655557216930470, 1330873969836679154, -917889448655399052, -3626241991806982648, -8798795879357722102, -7111056072565471128, 1971019528907268217, 1986272059993567661, -506283142981682982, -6207965892544259053, 6088589983850176832, 9176103123425343237, -8543529261062247820, 2026949982575243849, 6434544652578105560, -1350176859928817321, -7355586607676636205, -4916504657765936203, -7157337886067949403"
values_67,22,"{9119854582263402390, -7590172434488235110, 8912517933903856015, -2523908240958734385, -6384847875401292627, -9188075133010954040, 8927505586707659145, 7854961893981579731, 4375013802171450119, -1570878025416201616, -5229229859736582146, -1551209044750737925, 2503256090267723378, -3444929307022347129, -7987329945419056437, 17740592979984032, -322520548196255978, 3222844179306561689, 5720261861151496454, -416621490050416486, -6277210859631711794, 5378181654290968908"
values_86,31,"{3258719126609565321, -5119035720046692631, -6778505917647624728, 6110178410605345099, 7973166030140769008, 4920311842260307299, 6503834625954046504, -1969262365825858348, 8549649533067539270, -4051000016786088596, 3371979648215000118, 8649746947808637691, 6756638319066938703, -8083194249479273058, 1527340316666223613, 8969801590662009175, 5663928181792324628, -9048659162414104462, -1909856413408256987, -3847886597984538854, -8337850303566316948, 8865057883878728042, 2151184922935501215, 8379998367931222491, -2131578031719238323, 2650511523732680288, -108209314691879393, 5600547922515127466, -1821845365661584932, -1701742841184167168, -4248749057065434711"
values_23,9,"{-8103000702805125668, -400262451906196256, 6540418643672073526, 5428095695264075702, -4850744492438466627, 5718999045058811432, -7242238489622090335, -8721919606362322015, 699683836131082895"
values_64,4,"{8160862954844729368, 4283894450800114420, 900092211586440215, -7009602759925254181"
values_44,7,"{-5357311910152613444, 4084013326514261130, 7104888667875547485, 2850955447566463007, 3150919155044058796, -2540535235726617404, -8870460673455802579"
values_71,30,"{8349656932927539356, 5923482623881241151, 1902885779786043252, 1200499744491348452, -1936486385786345727, -903201041232049240, -5661116297169461299, -7049396490038856201, -8440994158984885873, -1494427144824599108, -7691211299704413163, 6851075998228074880, -8900059709312766203, -3068899214576648280, 3576941279436425956, -4539017921125617412, 775298753705283690, -7827074263395364773, -6629028920035049192, 8995891048355809691, 6146618636432308083, 5180402321331324021, -7807600494977786554, 4820698574739792458, -7973795145360233948, -6575563713682236792, -5767590529076899752, 2902973304539658841, 6080556571256099572, -5020543345080117967"
values_93,19,"{-5285370465226525005, 2251954702753292807, -3573905095657956498, -5228921857210858711, 3869205327513400884, 1585940748578235359, -4615190921631908081, -380012224702185141, -7842323879118140471, -6027810859091812344, 8303213978710951624, -8283675345147124910, 9064697351182337733, -1242919677669257886, -97961444926779053, 1219005834364069098, -3791963442320573568, -4958575775792566704, 8824946212523248722"
values_88,29,"{-296711052506821427, -7318527080076268968, -4497751442016340984, -3637680438550634421, -4070796720657332968, -311492929482520667, -2615468464852848920, 6642184380443031120, -4621874068734801739, -5001267581493782533, -2232967739804477646, -802346259073440753, -6209159234292784381, -1402374305215733518, -3516719401203885319, 8615717213406296019, 8673907133728425373, -4148721335013888293, -7854912156254275003, 3865558767098995097, -8400804762174401569, -2248663657339388799, -5391535705350924526, 5566205672607723655, -404575848362775812, -1301016232909521171, -3901326872501746624, 9144110151084379553, 867207453621254418"
values_26,19,"{-4431571761579094697, 6772587291760781231, 2388284682157919056, 589292443532215238, 2889450314260710501, -7197007483307958655, -1185658625819803211, -4573512026481056197, 1175991803777633111, -7593289151451609915, 3967666692118578965, 2010635685281866138, 8032155281536456941, 2515322678873312920, 5516242883284023636, -5893929351868064326, -192727173700029133, -1234139854199168419, 7585788543848013049"
values_59,28,"{-6188766095539799792, -3244481527111610835, -3162871070726211545, 2225697249623873864, 547775765043745599, 9075939017760137393, 2972436893781091294, 3898747891243082405, 9020202609692918433, 3380556424233478611, -8589220369086254155, -3119215914834594080, -1313171586443510963, 4394722074976041175, -6537760318813691365, -3995471063611057010, 5617395623291511791, 1174272046634093816, -6627782422418575201, -3932069818728451184, 5783419479107353887, 8249742431539592950, -2346925900248324107, 794508748246852203, -5443414429797696102, 5373163675924021152, 8792035025166080276, 1343178231531581426"
values_57,15,"{5732144591506945650, -2095115625377035297, 4865789060076302137, 7149118310515001087, 2413830192665721093, -2771477632787719104, -7283958827314121907, -3993070079346587048, -2423837541490534768, 6648343234166606077, -8466382402364968005, -3711576770224163980, 5348383444772748795, 8127339910857848152, -5400369160753954632"
values_82,26,"{-3907588641764516053, 887954221201558149, -6017334291923611345, -8780830325807800582, -3865526321196886256, 4612384016261465314, 1259713367979974511, -7284136070970042508, 3560652356333877402, -4537215546490588889, 4481550542107288054, 3671774252022384423, 5553517850200929535, 1048360790520506724, -1422336819640959587, 2452574812014261409, -5493924484058921367, 5991176946700852114, -5428850039149786422, -3409159124587912268, 3780171751961083706, 7574318233008994234, -7320453518957392730, 6382789218582015162, 703896515366984937, -5718830836664099013"
values_75,30,"{-8532939235481532080, -7804198871071361815, -99592415221943651, 3727094501360946003, -4013564143512482000, -1888911858281305363, 2748736198391072674, -7502509504442413803, -8259004642137833337, -5208166940172673555, -2460398787713031530, 6266134081095112053, 7526051109422678563, -6483154846266018867, 1521562898380837668, -4473404475556722419, 1623114825071495237, 9055801690665090706, -3014906292513469354, -8743390578338170281, 2184582167423004874, 7119459158309113375, -6080915527412474084, 1139498679256425904, -35829912602815554, 3674837682595269999, 1298989486252735872, 4686817959327832389, 122009290449461425, -4567241286141996737"
values_51,21,"{8678845773482847507, -5371081399334309808, -1829092910805458695, 7082811877492086993, -3127603507850235984, 5404461874912126545, 1999785646411898558, 7801412296386987174, 4416569665090114683, -2456142127347316829, 5197483739497259227, -3890215944707041012, -835232245865996434, 6135680721868312206, -895668558136571580, 6309347411969784124, -6185072594152286224, 5128689728721695234, 2257613417442654881, 8747300344622262283, 3424020652412045867"
values_7,10,"{270016438789158753, 3046182968085969269, -1117896430346633580, -5572297710185767157, 8753095411278021096, 6616513869011635480, -8092770561464466448, 7577524988746615014, -5287268393760640531, -680787161434885196"
values_92,6,"{7755060673202497371, 1151233388196644713, 3197701524684625274, -2566565915961613923, -223122389143477276, 4461288243126581124"
values_56,31,"{1804659560069717388, -5836362553427346311, 4838560825770425744, 892308244620437395, 576489699120068278, -6939366910232138043, -757829469800156264, -3514045636567588782, -1072765979205195495, 7346580084514888771, -5200718139860374401, 5734989465866086099, 5428062530491312765, 8417683137493864135, 7761450041710140863, -4258954951790760915, 2489570280129560669, 6470273842977032839, -7580190056794538706, -3088760777302877324, 1364396697872915124, -3927719700783188227, -420060425054341693, 880761729091819309, -5410138643729880746, -6699746404044287165, -29666209374190553, -8240482768785659156, -7668207257053428524, 8219041079167805023, 3468940568175078501"
values_47,9,"{-1489329845287756681, -2547090074559439089, -8727012058518232133, -6566284898980730008, -2176455342332150062, 6127942204463037315, -3436647381361102407, -4780393943511007936, 4182628423439916206"
values_95,3,"{7794327003208837567, -3914895460136511161, -8345493751852726010"
values_98,30,"{-8547176143681431695, 5718005364458485890, 7851128830943677192, -6122067501067917229, 950698341859567708, -2867658075103649449, -8572152372893184807, -4019676341752716953, 6305911479494933511, 9217234454134188819, -5682263386130688244, 5581272016124899437, 3113465641748190079, -7758391908956714230, -256400032434137299, 2799483027020187634, 1193464802931369140, -282405744284056865, -1347715195344623760, 4712785250899243256, 5785838305162307416, 4464955003729945593, -7255082802095840509, -8828734728580988505, -6940917315893503178, 1408999577740585068, -1133783851825040309, -944180984333841097, -1897069889204158487, -6594939746122721450"
