inputName,n,key,arr[n]
values_84,25,17,"{-2673424457409108799, 4029546964567735494, -5373209517032397261, -4896511694523783191, -36558103788055195, 795221437821031007, -7071546198617532394, 1261343026453666151, 3586750961912706970, 9001312051354512775, -6379315938293516868, 766803279699283134, -2181165263137421915, -9113745429244327107, -5308305624886387210, -2095758551247892707, 8425929946211598162, 2828345945920706783, -2589426724902458003, 356883896823722142, -6175123066115265527, 3030268065539941064, 7593100711652061247, 6420958483954775637, 2880206441576419485"
values_30,23,29,"{-1594348848783707303, -5581754927057076972, 838787386792322514, 7581441725108719821, 7147135408058918023, -6845534603410113196, 3384000349109967691, -8664031743420876283, 2512954282636902147, -1553596524680356242, 8700150236035925096, 383594748550989198, 5884227962754478600, 2638814748887741004, 9101938555864265725, 6405216284536314345, 2410779069534008844, 557253934471111750, -5111768699493213047, 6191589393223602545, -2301791848620848552, -3077911962346606338, -1730562325075129031"
values_96,30,14,"{3904996699321934107, 224847362598563292, -1562210884212000952, 1896074899222650883, 5126687718066425517, 9212917750092651236, -4890533329120195517, 4052767248416684006, -2467895314934750120, -9187202435263098064, -3243474121264025287, -8487456069267635064, 1110688481186472510, 7867912116665816663, 7596519298730714985, -1905241807389951527, 7087272302080666887, 3246148882165292055, -9118276014268740185, 8432827498622647769, -2121103282433853152, -8693813317696692520, -4569447564262209204, -6092461354279268190, 5514067118176851803, -7507750518682008594, -3897387799427641242, 4021881097675821595, -901245338410477239, -6221600876591798376"
values_15,31,11,"{-57451604773438017, -2409331970345193940, 1268283889308923738, 7036842292157187183, -5163236260387813995, 2696369151115167572, 3602495583235056151, -3842205301746344533, -1760248618128947681, 8181910043470706204, 6286545484518115675, -7242342323124767167, -4937225346243683209, -1250202289237060087, -6523665466743296830, 7342280145361635280, -5286797551581185816, 1050276522831143483, 6955872714734884094, -623509836018022099, 3041881135387954353, 4331695212247344637, 1318477051551450756, -6444666963985306084, -1165727195390893616, -2897701057486672477, -2313694889809530209, -4172574950691192895, -3528660970226720804, 7627695410649415077, -3788395354504124651"
values_16,31,14,"{-709795388967043407, 4351929724073740128, -5551506889396410234, 6245353546497859020, 2920003370737251111, -550319659332146582, 1872589298186518404, -2923580082782101556, -8128136931270357772, -6178644205228185268, -6485606974460393874, 5771943483060732948, 5221105820099202607, 4598775528782558977, -5398575692621704179, 7963568773762346088, 5942474405007877743, -1605334274329683661, 1884416382011482458, -4745738467335794540, -8250528463437349402, -1466003944314235872, -1547934544324024994, 58117291219817321, -5599905600862598379, 8775119580132475447, 1258649606742552710, 4207381306970667468, 3174139623623828804, -2358553903863307450, 936644022124038425"
values_94,30,17,"{-183424137532805067, -5166309597006198900, 1809895105900792667, 6164783069081557360, 3380888357244389054, -4463658495947760565, 3740757020345838896, -7214272552542505199, 2723442481288933433, 2843216346848055528, 7488693302463754234, -3797485177315659110, -7126777667566744252, 2981679762691525097, -8162822080243440122, -59714060105312266, 4371567994205032937, -5336855239348442716, -2935868288356135228, 7371816555328250266, -5855439800551949959, -7344258918200301202, 9015737518271462589, 6956527520020708871, -2208172581323742777, -5709431949791287546, 4067072815271586295, 6230540993426254001, -4602318654936932187, -2984154226501922067"
values_90,30,29,"{7961035131504282046, -7461867338609689413, 6913829294389031097, -531944891797835004, -8448111764147269907, 4590776251566493099, -8970270021222284120, -2070234009926160977, 6857948878673496050, -5359056897537978802, 1213610888301640464, 5642336531021153199, -7908016224937131707, -9100217794765756829, -8484440895729823066, -2941364343312862794, -5235701828314486662, -8429487633416307673, -879032353521751104, -4362625052021591730, -5962104558810451339, 3076169061832889669, 4000583791205635383, 3567353169304152581, -3687095850920935623, 7264176161694154271, -6146996125940966447, -8312131672710561476, -187326033843763710, 3609458675955294492"
values_52,30,11,"{1031332140705791366, 1656181677593573563, -6757714307226616502, -1518752120156322320, -4056830613502982768, 2889959691501641021, 7559100472672930348, -6106759541205758293, 477448650197657558, 8465360314845010909, -3531413202710830903, 6538924688649613525, -5269869771197396781, 3006722485606733928, 4428397001896254195, 4503497589606298713, 6190958719254589945, 767904733721017900, 5213513867226678025, 5930189210646208661, -261211655428955056, 2236994226917735620, 6164073422769119489, -6321575274584986605, 6307588064271393453, -6890079069774087392, 4434925267488997266, -3823408149025807691, 2226243539725041559, -2447860004685000381"
values_78,13,3,"{1757538304751540779, -3479843227815908524, 6775544711208053191, -4794851146765531954, 1726775150077619207, -9051721756392905612, -8081436042384211663, 4396969188068352601, -3918246715429851263, -9137847102973591129, -3749458567177087500, -3640064917859348423, -5420544149265728403"
values_20,5,29,"{-1579886847645087768, 78399535807123617, 1647710911197213905, -5333457262656347523, -3035629231601132873"
values_53,30,27,"{-6996740326490986209, -519550668389033517, -1871405058017885499, 6324759282339977481, 2887067663553281208, 5458657467420370038, -4230951738583526871, 7829812262668630274, -1550187015068690295, 3550790654678456150, 2789670902354146410, 6005320562449246562, -6857861207901696481, 7463822508938812773, 4887323524217716239, 192672729688526232, 8940556383269595135, -4696091966822168500, 4394703645042141814, -2035856816444743439, 4219018263428715089, -6331010328880600547, 2114674750999081046, 196009384570241361, -1370971867244465395, -1412925288202824188, -5624963547805619498, -2572821262887057374, -4227856632199181297, -6921208591021383788"
values_43,22,27,"{3399461117939981114, -2246012835193759237, 8421579375386167246, -1874492301338574238, 7511427894066806938, 8010440518030806516, 7316305033980979046, -1184711696694881513, 338395558567759623, 2320368325769837017, 2398728402115536354, -2618580481882661901, -3575290059062419111, -1152117439672978092, 4498022555147103587, -3787100572170218806, 3904771697851271006, 5508948582868592869, -5637584454618927146, 2666796680913857206, 3470400319089567803, -4099440921921635474"
values_42,22,11,"{5393895995525801489, -7303186446326209082, -739870286535715142, -8539227707847729633, -8880987594237616015, -2459919409646463323, -2843297839601379448, 137345946089980676, -9024316107791463404, 1003799055772366137, -1550369586001489941, -8797601599886222528, 8641925364006545956, -8525203867482073712, -188280979295804499, -4839732929445849779, 7519839986993893987, 8456018933392726581, 3621192130010688591, 704028573648356417, -3029870786858466430, 945299557454895290"
values_0,12,29,"{8835130097643118465, -4603668825582248931, -4140222809894427909, 8084985716444042007, -7005383570578126818, -907799022270585758, 5160607982968423272, -280122120752642707, -6526169195562240479, -6636904891872275621, -5927275245089645316, -4166187991881850052"
values_61,21,19,"{-2774779875602135239, 1690047861787696526, 7697939176823150194, -5158763937851522485, -3459630334918676145, -8477629515353967217, -7067348262338390940, -9137443628923465742, 1433911930207965209, 9137443429204434117, -4196009645283325428, -7890783344241881623, 3960131915881780230, -1103821060998564234, 157000017792283421, 4220750882739882949, -6447567953012600025, -8638553999864330524, -1563719712405439078, 5348577573885894621, -5582454475610122547"
values_97,30,24,"{5783799073633509083, 8408139706862179247, -1213293249079214272, 1011269595815859496, -1371829989535070156, 3950512787341055578, 388938737771531676, -1317028728056536180, 2438313167094996578, 8600473464946701861, 7515246383551990319, -4078594136574055852, 6291463866609034553, -6281392124030696572, -8158710797636059289, 9120733247446374965, -226618246797597843, -6195584338333055862, 5172420901228773304, -2926899779309318586, 2460684916190701120, 2174793012247761254, -5758460181429472875, -976177232019740080, -2316522874401209017, -3667022348735380042, 6004277528384427124, 1376883603424516085, -2485097957893517910, 1041632153960742554"
values_14,31,17,"{-4117128100227310197, -2489697453165532049, 5213556278371248354, -7073714454524723999, -7675177134774758080, 5828506416709717544, 7445250523200486985, 3634146119176587268, -7761535156611540279, 4490785383875635833, 3354498219075614734, -3417198574710346527, 889035551602680846, 8091404631335972391, 8713903267917856844, 8872241935368559418, -8840240523860639299, -6333208205680434183, -5277728938085015352, 3037290231899942108, -2958442784018009735, 2367325071049322470, -7177183744089661571, 116385534730630033, -5611473442865367883, -5061507699619749002, -459458411384206078, 3247034373098580122, 6589925711294024384, 5356338697540488253, 6071526672517596583"
values_87,25,24,"{5284449043183976900, 1251569281602218617, 3346068888145104110, 5241602296146509374, 895784950258848468, -5754187434712200355, -737463920237800924, 4913654862459734320, -7476265214817795050, 4957492126858930897, 1281109576221931859, 4172049709141874977, -8723982966807510787, 4480025565341925613, 5770645736852853636, -5730062993530363182, 7257921676786021340, -4358301878946422957, 600736166348253166, -3528372784427760597, -5910488758014555097, -4123195119565347588, -4103852114317800856, -4435786267362034903, 3278694479587907463"
values_50,30,29,"{9193955404235091878, 2329809775733727063, 38109664062211681, 7540927658197081562, 847180484517927512, -1356641950224919948, 6337685324480821684, 8300469255801461429, -1523664218245922118, -2185767631607659429, 428141651327135960, 5425367690228322703, -6417839474070574711, 456682526746350749, -321941970833712831, -5140595767545780917, -6395693622978424391, -4696575563019176613, -8638158019569442052, -8900387242451370961, 2369595391614001232, -5236793039099093969, 2833252326509169508, -2084866949692233450, -7552745065101334199, -8713336059512245888, -8520376388213913656, -6140110573448316496, 8694723065451156571, 3097467733039510140"
values_83,25,27,"{-7191210023733167531, -1744545650462529426, 2398984672407999524, -3018425331846374498, 3361093924733355261, 8606759733978472383, 880818351040346371, -3783309847013967942, 575613777884311131, 3126409266576017382, 7581034917100937975, -7462095537881556231, 3643728080256293891, -1787377960495831578, -3809995420905288286, -683426530982123976, -7675459015850879259, -5867768765832733662, -7112164621524722024, -7193397741061368094, 7250985004122321197, -9159741643814227875, -2629287179753662076, -6647433662035349906, -148863482255712619"
values_67,21,24,"{-416120467764068682, 982527671153335736, 2325017862693975402, 406060875430051704, 1237789793986251443, 934775001247814137, -8304981962343217229, -460042705467872306, -6064859254450703892, -3940890466710394369, -1991038852151805734, -4700259172411301681, 3661888137247178, -4650453645794952307, 7648930913890940860, 3708913582411898326, -5861455506770379977, -2835853924797146014, -2982493745316237779, 3966269781765095967, -6967640205497744541"
values_86,25,14,"{5549907391592922689, -3771176865402551898, -5168358628817328092, 3626104737812338028, -2954070954258023215, 7461264667286364073, -7150462325902125413, -6531212663037876302, 1221675530142967086, -4297247769300628881, -2292509797423452651, 7043593802137172922, 6809997328394788318, 3442096121868405977, 3703290687784062814, -2513530013282547055, -4102073451715411763, -2616075631101263909, -4249730254596170154, -517179849498731139, 1775040064068650018, -2394431223698579948, 1617743571908697426, -8036022522636754977, -4707456805077414218"
values_23,5,27,"{8843469154600448388, -2304006278338318245, -8512005928583601105, 5421360797603169562, 264459746314056737"
values_64,21,17,"{-5684944636241667556, -6366396907858619435, -5824346984441046651, 709179044408439699, -4137908973392947343, -6467435216034653101, -3226537875228652152, 7332602546502079365, 5878131946749737754, 4536031351845810275, -7718591849411055981, -6059759629436115098, -6772226441086258927, -8167147695013360792, -3283307701627740144, 255642135994684017, -1579713757658796153, -8984608398086711482, -7808978732324382761, -5574601149375181686, 5685244967745770363"
values_44,22,17,"{6809366274535086039, 1854372016224119395, 1467624758129496378, -168998536513092526, 285219975401863176, -3840658949408877016, 2682582373842164277, 6422000491989124415, -7417124563241007286, 6353263846959833702, 2793647243736352045, 653174115677640006, -8183422810228767834, 7911382231183509287, -125486306220961966, 8584965616363271539, -4994920624759626105, 5793849898741077833, -3092431634130921357, -6220123074252906824, 1675285367986597456, -946199147390746016"
values_71,13,19,"{642747720254548689, 5448596880065404839, -7124871005283924226, -4580500305019541986, -5779413110240931877, 966627321340126551, 8853601345002455998, 3737685420544511185, 8945579303712856749, -5348360566078645113, -6653858180176751638, -2635872345706325764, 4196249829106005745"
