inputName,n
values_84,10
values_30,30
values_96,24
values_15,3
values_16,6
values_94,23
values_90,15
values_52,4
values_78,10
values_20,23
values_53,14
values_43,30
values_42,27
values_0,5
values_61,19
values_97,3
values_14,28
values_87,23
values_50,10
values_83,26
values_67,17
values_86,9
values_23,15
values_64,25
values_44,26
values_71,20
values_93,7
values_88,5
values_26,20
values_59,17
values_57,19
values_82,32
values_75,21
values_51,21
values_7,3
values_92,17
values_56,24
values_47,12
values_95,17
values_98,29
values_8,14
values_18,7
values_28,3
values_81,26
values_17,5
values_38,18
values_41,32
values_73,3
values_66,25
values_58,24
values_70,32
values_46,32
values_11,27
values_33,32
values_72,24
values_6,12
values_10,10
values_27,17
values_24,4
values_3,22
values_69,30
values_36,13
values_21,18
values_5,24
values_49,19
values_1,6
values_2,14
values_13,9
values_32,14
values_39,21
values_4,24
values_65,32
values_85,28
values_62,27
values_91,7
values_25,31
values_63,18
values_12,22
values_79,4
values_54,11
values_9,13
values_74,18
values_22,10
values_89,30
values_48,30
values_99,30
values_60,12
values_34,23
values_31,11
values_37,21
values_76,5
values_19,20
values_45,20
values_68,11
values_35,6
values_80,7
values_77,21
values_29,4
values_55,27
values_40,3
