inputName,n
values_84,1370552890
values_30,215861315
values_96,2024091642
values_15,1034251044
values_16,695049572
values_94,1694156702
values_90,1589892626
values_52,1404097001
values_78,1723068248
values_20,346075157
values_53,34973314
values_43,57588787
values_42,75445980
values_0,1099848020
values_61,321502214
values_97,1571649382
values_14,1169429180
values_87,392791398
values_50,67228636
values_83,1747115154
values_67,1345027617
values_86,896496881
values_23,1595509449
values_64,630959817
values_44,1536414399
values_71,466449043
values_93,455819410
values_88,493386040
values_26,1150201425
values_59,1526525862
values_57,1971351751
values_82,1144591608
values_75,856846429
values_51,109523052
values_7,2090053677
values_92,1116837615
values_56,289541195
values_47,642019966
values_95,1641512294
values_98,1407748785
values_8,1500050819
values_18,1490370001
values_28,57591554
values_81,123780424
values_17,845465273
values_38,1370364383
values_41,264029950
values_73,1807919265
values_66,1798852135
values_58,2140639739
values_70,169350364
values_46,62743393
values_11,77476670
values_33,498382095
values_72,1930420466
values_6,2078021477
values_10,408083827
values_27,1136278679
values_24,1400682201
values_3,383425727
values_69,666941981
values_36,1601129203
values_21,2115465465
values_5,1726250356
values_49,54228690
values_1,2106230366
values_2,42689136
values_13,584836789
values_32,1070465252
values_39,1715749739
values_4,1176654998
values_65,1917948276
values_85,1282722547
values_62,246963200
values_91,38336615
values_25,1046996185
values_63,1708221721
values_12,601542217
values_79,778760098
values_54,1969524927
values_9,1627094592
values_74,319781133
values_22,1997574388
values_89,693347821
values_48,1017508013
values_99,1742991315
values_60,577275905
values_34,841786476
values_31,1239270680
values_37,368025614
values_76,500575855
values_19,1014399391
values_45,684239872
values_68,1789065889
values_35,921031706
values_80,1604081157
values_77,1772500915
values_29,138499132
values_55,427714032
values_40,1199668034
