inputName,size,a[size]
values_84,16,"{121, 18, 12, -11, -87, 38, 65, 109, 13, 123, 91, -79, -70, -64, -106, -115"
values_30,9,"{-68, -43, -25, 22, 52, 32, 98, -88, -100"
values_96,32,"{23, -40, 84, -110, -61, -25, -110, -68, 61, -76, -29, 4, 13, 16, -13, 58, -62, -18, 95, -81, -46, -117, -47, -89, 57, -52, 97, -34, 58, -53, 19, -121"
values_15,26,"{29, 47, -117, -63, 115, -51, -84, 29, 25, 57, -38, -33, 29, 59, 18, 49, -47, -14, 75, -99, 114, -104, -11, -88, -2, -104"
values_16,6,"{-50, 17, -10, 81, -71, -63"
values_94,20,"{-42, 70, 73, 32, 121, -127, 35, -108, -80, -1, 23, -66, 99, -71, -26, 28, 0, -15, -90, -114"
values_90,13,"{83, -87, -26, 74, -114, -40, -86, 24, -80, 9, 66, 126, 127"
values_52,23,"{12, 61, 5, 122, -105, 101, 21, -113, 44, 69, 43, -35, -27, -4, -83, -7, -53, 37, 107, -16, 71, 87, 50"
values_78,6,"{118, -86, 22, -49, 40, -114"
values_20,9,"{71, -52, 95, 112, -109, 125, -106, 78, 124"
values_53,24,"{-40, -6, -101, 3, -34, 112, 11, -123, 109, 75, 21, -51, -90, -52, 10, -46, 98, 68, -99, 121, 48, 98, 59, -17"
values_43,6,"{61, -96, -77, 91, 67, 106"
values_42,24,"{-49, -18, 103, 0, 15, 108, -5, -58, -18, -78, 1, 111, -51, 65, 123, 56, 111, -53, -21, 108, 17, -115, 53, -14"
values_0,9,"{-118, 9, 66, 115, 119, -55, 63, 76, -125"
values_61,8,"{11, 79, 14, 32, -52, -41, -74, 55"
values_97,30,"{-108, 83, 75, 66, -31, -72, -104, -106, 111, 54, -60, -40, -120, -109, 112, -58, -89, 54, 113, 19, 101, -102, 49, 59, 46, -104, -12, -99, 32, 106"
values_14,29,"{-54, -108, -6, 106, 118, -60, -63, -55, 112, 32, -11, -18, -63, 64, 100, -17, 109, -3, 117, 29, 90, 33, 61, -61, -76, -52, -86, 77, -15"
values_87,32,"{-21, 1, -126, -4, -80, -105, -118, -117, 46, -7, -9, -116, -9, -74, 42, 100, -41, -57, 118, -95, -9, 91, -3, 57, 19, 42, -72, 103, 5, 2, -86, -63"
values_50,21,"{105, -74, 127, 21, 12, 5, 101, 94, -85, 49, 112, -79, -3, -34, -82, -60, -5, 15, 25, -44, -81"
values_83,6,"{-6, -22, 25, 96, -43, -125"
values_67,26,"{-37, -35, 34, -2, -57, -88, -24, -99, -46, 44, 36, 80, -91, 114, 38, 72, 15, 75, 3, -35, -66, -70, 68, -9, -53, -41"
values_86,31,"{-8, -92, -41, -52, -121, -2, -11, 89, 48, 17, 78, -54, -65, -91, -20, 48, 73, 97, 3, -85, -61, 120, 16, -5, -38, -35, 122, 79, 19, 90, 16"
values_23,9,"{108, -109, -9, 46, -55, 38, -107, -29, -119"
values_64,7,"{108, 46, -110, 39, 47, -102, -118"
values_44,22,"{-116, 12, 120, -42, 33, 85, -32, 36, 14, 89, 66, -47, 122, -2, 23, 113, -36, 19, -120, -59, -38, -30"
values_71,19,"{78, 79, -56, 63, 75, 91, 33, 118, -89, 103, -100, 115, -90, 39, -30, -98, 121, -101, 99"
values_93,7,"{-51, -117, 123, 92, -122, 11, 88"
values_88,25,"{28, 48, 73, 111, 46, 96, -10, -65, -63, -111, 47, -69, -39, -8, -57, 1, 6, 30, 86, -87, -72, -16, -67, -25, 78"
values_26,6,"{44, 6, -18, 113, -42, 4"
values_59,19,"{-14, 58, -89, 91, 50, 43, -96, 84, 79, 125, 25, 30, -71, -108, 114, 85, -43, 77, -57"
values_57,4,"{-39, -101, -113, 93"
values_82,20,"{3, 125, 54, 62, 84, -114, 10, 86, -52, -5, -106, 115, 29, 7, -34, 27, -33, 43, 66, 75"
values_75,27,"{50, -112, 105, -111, 1, -45, -60, -101, -104, 65, -61, -17, 56, -81, 79, -64, -29, -58, 51, 36, -124, -109, 97, 115, 49, -126, -20"
values_51,18,"{58, -82, 28, 47, 61, 91, 32, 32, -91, -106, 85, 24, -61, -109, 109, -33, 104, -71"
values_7,17,"{-42, 90, -37, 47, -104, 13, 93, 16, -38, 120, -31, -28, 29, -125, 20, 0, 15"
values_92,2,"{121, 67"
values_56,18,"{-85, 112, 119, 85, -39, -57, 21, 30, -6, 58, 84, -124, -45, -6, 100, 74, 4, 72"
values_47,12,"{32, -63, 62, -121, -112, -93, 7, 17, -36, 84, -119, -106"
values_95,17,"{-125, 98, -33, 67, -71, -65, 52, 2, -80, -63, 88, -98, -78, 42, 16, -94, 18"
values_98,3,"{16, -52, -75"
values_8,21,"{-68, -34, 72, 62, 78, 35, 109, -13, 96, -54, 58, -49, 14, 120, -34, 15, -58, 106, 6, -83, -117"
values_18,15,"{116, -55, 36, -109, -55, 84, -89, 66, 107, 29, -83, 104, 51, -112, 3"
values_28,14,"{96, -89, 105, -19, -63, 91, -114, 126, 59, -25, 43, -50, -81, -126"
values_81,11,"{-59, -50, 71, -96, 114, -122, 28, -15, 126, 44, -32"
values_17,14,"{105, -2, 102, 18, 59, 77, -96, -79, -112, 67, 98, 45, 120, 93"
values_38,14,"{-26, -7, 92, -43, 117, 69, -121, -63, -125, -120, -116, 61, 16, -96"
values_41,18,"{-104, 117, 117, -6, 29, -98, -35, 102, -3, -66, 111, 97, -79, -19, -3, 35, 6, -33"
