id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,1244,430,3181,2160,1828,100.00,100.00,100.00,100.00,2.893,0.391,0.576,0.681
values_30,2412,822,6125,4136,3504,100.00,100.00,100.00,100.00,2.934,0.394,0.583,0.688
values_96,9524,3202,23989,16092,13654,100.00,100.00,100.00,100.00,2.974,0.397,0.592,0.698
values_15,2412,822,6125,4136,3504,100.00,100.00,100.00,100.00,2.934,0.394,0.583,0.688
values_16,1500,516,3827,2594,2196,100.00,100.00,100.00,100.00,2.907,0.392,0.578,0.683
values_94,196,82,565,396,334,100.00,100.00,100.00,100.00,2.390,0.347,0.495,0.587
values_90,4884,1650,12341,8300,7038,100.00,100.00,100.00,100.00,2.960,0.396,0.588,0.694
values_52,2412,822,6125,4136,3504,100.00,100.00,100.00,100.00,2.934,0.394,0.583,0.688
values_78,8860,2980,22323,14978,12708,100.00,100.00,100.00,100.00,2.973,0.397,0.592,0.697
values_20,9524,3202,23989,16092,13654,100.00,100.00,100.00,100.00,2.974,0.397,0.592,0.698
values_53,8220,2766,20717,13904,11796,100.00,100.00,100.00,100.00,2.972,0.397,0.591,0.697
values_43,196,82,565,396,334,100.00,100.00,100.00,100.00,2.390,0.347,0.495,0.587
values_42,10212,3432,25715,17246,14634,100.00,100.00,100.00,100.00,2.976,0.397,0.592,0.698
values_0,3540,1200,8963,6038,5118,100.00,100.00,100.00,100.00,2.950,0.395,0.586,0.692
values_61,2884,1066,7957,5364,4546,100.00,100.00,100.00,100.00,2.705,0.362,0.538,0.634
values_97,9524,3202,23989,16092,13654,100.00,100.00,100.00,100.00,2.974,0.397,0.592,0.698
values_14,7012,2362,17685,11876,10074,100.00,100.00,100.00,100.00,2.969,0.396,0.590,0.696
values_87,10212,3432,25715,17246,14634,100.00,100.00,100.00,100.00,2.976,0.397,0.592,0.698
values_50,4412,1492,11155,7506,6364,100.00,100.00,100.00,100.00,2.957,0.396,0.588,0.693
values_83,2084,712,5299,3582,3034,100.00,100.00,100.00,100.00,2.927,0.393,0.582,0.687
values_67,11396,4170,31253,20948,17778,100.00,100.00,100.00,100.00,2.733,0.365,0.544,0.641
values_86,2084,712,5299,3582,3034,100.00,100.00,100.00,100.00,2.927,0.393,0.582,0.687
values_23,620,220,1603,1098,928,100.00,100.00,100.00,100.00,2.818,0.387,0.565,0.668
values_64,11660,3916,29347,19674,16696,100.00,100.00,100.00,100.00,2.978,0.397,0.593,0.698
values_44,2412,822,6125,4136,3504,100.00,100.00,100.00,100.00,2.934,0.394,0.583,0.688
values_71,1780,610,4533,3068,2598,100.00,100.00,100.00,100.00,2.918,0.393,0.580,0.685
values_93,2084,712,5299,3582,3034,100.00,100.00,100.00,100.00,2.927,0.393,0.582,0.687
values_88,8860,2980,22323,14978,12708,100.00,100.00,100.00,100.00,2.973,0.397,0.592,0.697
values_26,620,220,1603,1098,928,100.00,100.00,100.00,100.00,2.818,0.387,0.565,0.668
values_59,5380,1816,13587,9134,7746,100.00,100.00,100.00,100.00,2.963,0.396,0.589,0.695
values_57,2884,1066,7957,5364,4546,100.00,100.00,100.00,100.00,2.705,0.362,0.538,0.634
values_82,11396,4170,31253,20948,17778,100.00,100.00,100.00,100.00,2.733,0.365,0.544,0.641
values_75,4412,1492,11155,7506,6364,100.00,100.00,100.00,100.00,2.957,0.396,0.588,0.693
values_51,8220,2766,20717,13904,11796,100.00,100.00,100.00,100.00,2.972,0.397,0.591,0.697
values_7,1500,516,3827,2594,2196,100.00,100.00,100.00,100.00,2.907,0.392,0.578,0.683
values_92,124,52,339,242,204,100.00,100.00,100.00,100.00,2.385,0.366,0.512,0.608
values_56,620,220,1603,1098,928,100.00,100.00,100.00,100.00,2.818,0.387,0.565,0.668
values_47,1244,430,3181,2160,1828,100.00,100.00,100.00,100.00,2.893,0.391,0.576,0.681
values_95,7604,2560,19171,12870,10918,100.00,100.00,100.00,100.00,2.970,0.397,0.591,0.696
values_98,4412,1492,11155,7506,6364,100.00,100.00,100.00,100.00,2.957,0.396,0.588,0.693
values_8,4412,1492,11155,7506,6364,100.00,100.00,100.00,100.00,2.957,0.396,0.588,0.693
values_18,2412,822,6125,4136,3504,100.00,100.00,100.00,100.00,2.934,0.394,0.583,0.688
values_28,6444,2172,16259,10922,9264,100.00,100.00,100.00,100.00,2.967,0.396,0.590,0.696
values_81,460,166,1197,824,696,100.00,100.00,100.00,100.00,2.771,0.384,0.558,0.661
values_17,740,282,2069,1412,1194,100.00,100.00,100.00,100.00,2.624,0.358,0.524,0.620
values_38,5900,1990,14893,10008,8488,100.00,100.00,100.00,100.00,2.965,0.396,0.590,0.695
values_41,7012,2362,17685,11876,10074,100.00,100.00,100.00,100.00,2.969,0.396,0.590,0.696
values_73,5900,1990,14893,10008,8488,100.00,100.00,100.00,100.00,2.965,0.396,0.590,0.695
values_66,1012,352,2595,1766,1494,100.00,100.00,100.00,100.00,2.875,0.390,0.573,0.677
values_58,1500,516,3827,2594,2196,100.00,100.00,100.00,100.00,2.907,0.392,0.578,0.683
values_70,9524,3202,23989,16092,13654,100.00,100.00,100.00,100.00,2.974,0.397,0.592,0.698
values_46,10212,3432,25715,17246,14634,100.00,100.00,100.00,100.00,2.976,0.397,0.592,0.698
values_11,620,220,1603,1098,928,100.00,100.00,100.00,100.00,2.818,0.387,0.565,0.668
values_33,1244,430,3181,2160,1828,100.00,100.00,100.00,100.00,2.893,0.391,0.576,0.681
values_72,2764,940,7011,4730,4008,100.00,100.00,100.00,100.00,2.940,0.394,0.584,0.690
values_6,2084,712,5299,3582,3034,100.00,100.00,100.00,100.00,2.927,0.393,0.582,0.687
values_10,4412,1492,11155,7506,6364,100.00,100.00,100.00,100.00,2.957,0.396,0.588,0.693
values_27,460,166,1197,824,696,100.00,100.00,100.00,100.00,2.771,0.384,0.558,0.661
values_24,2412,822,6125,4136,3504,100.00,100.00,100.00,100.00,2.934,0.394,0.583,0.688
values_3,2412,822,6125,4136,3504,100.00,100.00,100.00,100.00,2.934,0.394,0.583,0.688
values_69,5380,1816,13587,9134,7746,100.00,100.00,100.00,100.00,2.963,0.396,0.589,0.695
values_36,1500,516,3827,2594,2196,100.00,100.00,100.00,100.00,2.907,0.392,0.578,0.683
values_21,8860,2980,22323,14978,12708,100.00,100.00,100.00,100.00,2.973,0.397,0.592,0.697
values_5,10212,3432,25715,17246,14634,100.00,100.00,100.00,100.00,2.976,0.397,0.592,0.698
values_49,7604,2560,19171,12870,10918,100.00,100.00,100.00,100.00,2.970,0.397,0.591,0.696
values_1,7012,2362,17685,11876,10074,100.00,100.00,100.00,100.00,2.969,0.396,0.590,0.696
values_2,10212,3432,25715,17246,14634,100.00,100.00,100.00,100.00,2.976,0.397,0.592,0.698
values_13,620,220,1603,1098,928,100.00,100.00,100.00,100.00,2.818,0.387,0.565,0.668
values_32,3540,1200,8963,6038,5118,100.00,100.00,100.00,100.00,2.950,0.395,0.586,0.692
values_39,620,220,1603,1098,928,100.00,100.00,100.00,100.00,2.818,0.387,0.565,0.668
