inputName,n
values_84,19
values_30,28
values_96,11
values_15,26
values_16,25
values_94,16
values_90,10
values_52,18
values_78,29
values_20,22
values_53,20
values_43,10
values_42,10
values_0,23
values_61,8
values_97,23
values_14,30
values_87,32
values_50,2
values_83,4
values_67,9
values_86,14
values_23,18
values_64,26
values_44,10
values_71,12
values_93,16
values_88,21
values_26,3
values_59,9
values_57,5
values_82,28
values_75,10
values_51,17
values_7,27
values_92,8
values_56,22
values_47,4
values_95,21
values_98,8
values_8,27
values_18,18
values_28,4
values_81,12
values_17,3
values_38,10
values_41,22
values_73,30
values_66,7
values_58,25
values_70,17
values_46,7
values_11,6
values_33,30
values_72,27
values_6,6
values_10,5
values_27,7
values_24,11
values_3,20
values_69,2
values_36,23
values_21,25
values_5,15
values_49,3
values_1,11
values_2,25
values_13,32
values_32,12
values_39,2
values_4,30
values_65,27
values_85,32
values_62,8
values_91,17
values_25,8
values_63,8
values_12,24
values_79,24
values_54,31
values_9,6
values_74,3
values_22,25
values_89,15
values_48,7
values_99,2
values_60,26
values_34,11
values_31,3
values_37,25
values_76,29
values_19,8
values_45,13
values_68,21
values_35,26
values_80,12
values_77,28
values_29,4
values_55,13
values_40,20
