inputName,size,a[size]
values_84,9,"{-9065508528315384614, -3426315362766353120, 5554492588601213226, 4429103292250574877, 1152170041204679197, -4927962335131386019, -552353348255293237, -7252523705729244297, -4709299855866638414"
values_30,3,"{3316932278141019571, -20071629271176362, 3006171848818254084"
values_96,9,"{3037272669239989170, -6551808659106303736, 3421585720876537586, -1902587869394608392, 4393301886206749611, -8979412941336005436, 6606541603017978553, -8144136498554092083, -2697226617643232644"
values_15,11,"{3737109087175312614, -917731091581796292, 4882801909157110205, -332574413855252823, 8057484894696695523, -6545480703924352777, 6519104304567424027, -4950773781142124888, 2936212427907802403, -7094779083982658786, -6114565745901087373"
values_16,2,"{-7700423971003114686, -6457093659047073106"
values_94,19,"{-1408038459588414284, 8025408413708863422, 3279683708763918854, 1217145582810438860, -9194726767165224264, -2591992041526706255, 4909094071090417650, -8767027543045943178, 8009002855631290101, 8542972411739047833, -5740535960733909604, -5571366733315248416, 4332766622165865944, 8334400497381015521, 8172384371396206222, 4994580792256932092, 1908809027596282342, -1903235095475800872, -6671840509656287017"
values_90,24,"{9078405735321882518, 8799971302633154555, 259333659573955600, -699183397614551900, -8909893895843308292, 180797432901445557, -5127833947824071744, 9162707566652559922, 348659489370799754, 2049628940238982401, -3366659900478818446, -5481116938622458085, 6717810439480149290, -5196677323569998918, 826192768866976133, -8894694446938488285, -1653396640761496595, 9060285327313967246, -3779536033776205527, 5356290894998627793, -8322847522979856863, 5709156713396093703, -5653472767533859104, 186417705687473896"
values_52,10,"{485093276315853694, 5228461344303886646, -9162788963694838828, -5480876397727799645, 3776312582149341183, 5314571741232256419, -5681269217389503842, 5449065200674294195, 614024713559566789, -7300063023963977053"
values_78,12,"{-4205221930644114090, -9200876987883127974, -7004304092329258068, 6076568347061850231, -3950161526869489233, 1555552375742142912, -4760821587636787136, -4689215856418864368, -8574715624343475271, 6772319390625650103, -8089831848428246211, -1242456504514228577"
values_20,30,"{-9107875521053487290, -3333452485287787527, -7635583995372231189, -677544065820450742, -6262737106216822174, 6758985447041281342, 9074319540093483860, 4945440800208748143, 6345158714181035215, -4900210425760783068, -3260985364052115074, 1637340613585044925, -7418658513306413700, 3522519135657852457, -5936464080171634457, -4548950240247705328, -7007499886197464671, 6401646609607051255, -6759584181694846392, 4695588534222023188, 2808928531712415886, 6647344004470414996, 2812634137497056289, -1147206566857906345, -6764183249848366335, 316625574981656066, -8219757137892161933, 6505352061719375504, 2838034903454500031, -2469164725871459541"
values_53,17,"{3921076196242913320, -2462771079843027488, -2557047867681847970, -5791447450243539973, 3573320122714320035, 7960554232013352903, -1276850601554094069, 5704494698174361807, -9098563287571142213, -8984301890792959624, -5150681667457196907, 1033354450155411232, -5270501379126348866, -4671839955674800494, -2341445530411935111, 2699381092006514919, -5306873306435242099"
