inputName,size,a[size]
values_84,22,"{136275113.51, 429756084.913, 1546520112.474, 115005313.265, -1865792509.876, 54784744.823, 954736174.89, -1989307944.072, -1211383466.902, 1464650644.913, 1726271990.507, 708340590.716, -1043186218.981, -1523424571.434, 728271599.358, 562647935.197, 784871766.774, 1970279120.049, -643184801.783, 1390972455.592, 1471888896.116, -406664981.556"
values_30,17,"{-2085243300.292, 919974477.716, 1714874847.437, 732530847.325, -1289276636.633, 1556550313.607, -1867650238.796, 1201074155.672, -1084334482.979, 2066663750.843, 370270057.156, -130103396.982, -34676509.818, 2041438804.043, 514793891.671, 876874618.788, -1678936369.679"
values_96,13,"{-1248254084.69, -720889486.707, 1362033432.707, 1121329796.117, -249890471.093, -845862467.844, -1145096785.047, -1499690142.946, -1746080648.253, -1845603537.669, 2104027370.658, -1659943944.224, 1661841342.11"
values_15,19,"{472146683.179, -406005758.45, -1441985724.019, -341408040.026, 1764244213.463, 1400598006.883, -49074566.757, -287385786.993, -1154289275.96, 975781928.445, 1081671192.093, 1410415277.841, -311064299.097, -867579073.95, -1457744811.783, -588857345.739, 584916446.843, 886100338.012, 1819816967.65"
values_16,20,"{407953903.428, 1279219735.041, -1581542201.964, -48003100.566, -908708606.843, -1950883482.209, -1028785164.983, 298706596.45, 311621200.806, 2121731321.62, 1332731856.6, 717488184.927, -2022404383.902, 642797568.775, -116505623.566, -1602068142.405, -1124963931.321, -2034766870.375, 1987594021.371, 448801374.107"
values_94,29,"{-1069164527.037, 605635686.7, -2093345790.356, -151289705.627, -2127689478.104, 523866052.159, -439657681.729, 470782367.362, 1644771239.759, -801745850.704, -1530646099.377, -1761381627.813, 1817230275.963, 770021618.65, 636788426.004, 1121765592.03, 163920563.717, -2069258805.95, -1700817765.768, 613373857.808, 380953032.589, 1564352762.53, -755823076.44, 186781984.876, -1827541489.999, 404177439.939, 1594216186.723, -1816307891.405, 8294265.472"
values_90,2,"{1654218136.173, -1678233238.234"
values_52,31,"{1138710986.476, 1326588792.954, -1500819671.572, -119161737.087, -1759760485.503, -492034535.036, 1079248289.733, 1724529159.571, -717489173.892, 1438883673.286, 1458469133.945, 1178794337.359, -1066651925.217, -1593569132.021, -657657869.824, -1532416148.309, -702018038.467, -705288144.579, 101427443.718, 670496633.708, 2041087007.837, -1895817605.208, 1936320644.816, 1522019853.444, -1928276840.276, -1122209741.119, 1093723898.02, 1108778178.889, 2107163792.186, -846377743.49, 1251979082.086"
values_78,32,"{1614968981.82, 1151300686.47, 104345724.468, -1200078827.315, -1476777196.202, -1324204781.683, -1968453858.988, -1593770794.094, -1983253759.755, 1972864365.246, -444007061.721, -464308109.396, 636303629.944, 1007943207.094, -1887630853.709, -1668861892.752, 1141792124.763, 296601277.622, 67153837.59, -2018957960.454, 1426790892.344, -232255552.549, -1910451691.41, 1535244632.721, 1155474352.961, -192344762.266, -1550629296.556, 111351351.322, -1553189906.233, 1735714891.291, 1839972910.784, 901739194.987"
values_20,16,"{-970396465.869, -1402670487.193, 33633710.466, -352681393.608, 13433502.297, 606636726.857, -1982310193.299, -1122168576.855, -257310104.681, -40580895.028, -1209529018.728, -987177654.036, 712052550.783, -1199773137.746, 1095611782.164, 2103871749.823"
