inputName,size,a[size]
values_84,30,"{-357489389, -533678365, -186604052, -861795366, -172512718, 2017038651, -1133777231, -76049151, 1751653073, 1176363908, 1315180737, -1047358579, 1127227719, 565731245, 683466242, -1321395953, -1728598695, 1981805486, -1558731200, -1492868315, -1965984375, -1372027478, 443361163, -489743711, -248246203, 606176550, -980947676, 2027181096, -855003258, -25723685"
values_30,9,"{-948083424, 183650527, 423943023, -1837692502, 2081460269, 1965573693, -995384431, 154349790, -1221170111"
values_96,14,"{-922964331, 1542239940, 1692974731, -470110793, -816329002, 1190080962, -304193484, -106979380, -1943346015, -815292665, -1765385468, 832438674, 1926540275, 1739376586"
values_15,23,"{15371517, 1733849090, 1345909155, 1234950986, -17865967, 1018675922, -1229693307, 554871409, 1671825440, 181284253, -1694859742, -247182049, -2042456077, -1112622591, -681154057, -312840701, -987705283, 1720942634, -1139004372, -289475608, -685956961, 1173822793, -1947004317"
values_16,14,"{1721847454, -424628884, -338374564, 76562839, -1346206510, -1793602964, -371664002, -1006054433, -327671054, -817951414, -1891159888, 623282609, 412368393, 1294388963"
values_94,17,"{1512918433, -747460256, -1483840315, -1624305770, 1972641295, 1671693019, 2020805034, 1082477121, 899091975, -1578860145, 1870411939, 1570771569, 1751852849, -1475119004, 1273616590, -2056791602, -294450372"
values_90,32,"{-2005872720, -776394894, -1635922030, 823415362, 848359463, 1087935287, -2144874080, -1662584810, 1075229034, 1004038760, -920253497, 1525389038, -1397569204, 2006889087, 730658362, 1715121401, -1947027657, 563879141, 1756259573, -1765640840, 1533299429, 1612907219, 292266966, 994379092, 1814024425, -908462619, -1518311362, 435650698, 1474803005, -1366649153, 868157738, -1271358629"
values_52,11,"{-1137695638, -2087943882, 123135554, -98620125, 2106155626, 1710720214, 1215861345, 536456016, -2014455307, -1889983975, 1379141575"
values_78,25,"{1778467761, 1541296579, -1106285619, 1229460746, 2108002450, -722003738, 2055301832, -1698177608, 1581575181, -355815641, -1083338077, 1874608171, -334126920, -1417381772, -413534410, 1484548290, -1012738795, -1576757286, 745411009, -416340596, -746204022, -1690037064, 861270991, 1681072235, -766132847"
values_20,7,"{283140340, 429765511, -1433632190, -1048415905, -1970004641, 1290099677, 1958968908"
values_53,14,"{1141887740, -1110017572, 412518522, 1769123918, 922482219, 1906630818, 840331038, -1732808049, -1576924010, -1467469607, 1077466522, 385320227, -273673447, -1389727992"
values_43,24,"{-119769519, 1566540689, -1799875847, 516828313, 657150724, 524886715, -69662575, 875995303, 770268430, -1986595844, 118347561, 57511086, -1176319833, -1739540483, 200129184, -331449823, 1644101411, -176889428, 1889260834, -967227701, -514180125, 20116199, 967975700, 2069451284"
values_42,5,"{-1882791405, -389232503, -400062867, 971056918, 1878862682"
values_0,11,"{-1156900022, 1271541022, 1375288942, -2051752920, -1028157206, 1790383633, 1938366862, 1223560361, 1650609247, -2038979787, 972810147"
values_61,6,"{-1093118001, 1999139797, -1123358494, -980034532, -848990661, -1840244688"
values_97,9,"{129304783, 1064821315, -1563825004, -1393070195, -868163095, 2030687988, 1350400969, 971089609, -1631701782"
values_14,7,"{506320452, -825871312, -959049457, -954725242, 1622665911, 46123608, 1858288252"
values_87,9,"{760153031, 155361510, 2141192703, -2088475894, 290002269, 602149001, 37336162, -245752919, -2147095214"
values_50,26,"{1523336488, -1458386232, -575286184, -598847016, 765971847, 1566450167, -68001693, 1521651326, -2015588073, 1045761302, 1831293203, 1049547053, 864986038, -1631914980, 1180868739, -1652380111, 1138656986, -1133691958, 345780317, -2146163063, 1242797361, -1112883068, -471587865, 751318104, -888264738, 1476272029"
values_83,21,"{724972065, -1541683185, -449664839, 773922813, 561598160, 2071163051, 243633924, -1529498323, 635803592, 1016609171, 640331493, -414096364, -1361127542, 968865311, 222840519, -1118309905, 1367488505, -413437198, 1270174182, 2063618730, 1442764525"
values_67,15,"{770782569, 1793181544, 1716179278, -1289112043, 72618055, -627871210, -2092071702, 1990797807, 852116816, 1934316887, 1157201572, -1108244103, -1221536783, 1286848421, -451705526"
values_86,2,"{-2106259707, 398173608"
values_23,25,"{-1998126477, -2001498870, -923162909, 95557909, -1706962333, -78066263, -1626389788, -61982497, -1455783063, 1368811638, 623651473, -255978770, 873850697, -1227009065, -215336679, -1696212018, 181163727, 1946352430, 765474925, -514604120, 1233345482, 1992636126, -1972820249, -1465742310, 510185494"
values_64,14,"{-1834662555, -1980509277, -2014036016, -1013713896, 101832468, 1079999468, 642562218, -2139638899, 716332553, -1543335733, -952437317, -2006150373, 85418585, -866638256"
values_44,5,"{-1070708407, 1320723453, 185069392, 1107295883, 656852332"
values_71,29,"{-342648045, 1459639865, 190295340, -437444707, 845288592, 1965432156, 1647056407, -193786086, 1504553117, 105726435, 811472963, 769411650, 1729293852, -1198122663, 1639214683, -1477943736, 1679874719, 538310287, -223874357, -1652436220, -968771097, -72302682, -183811538, -364429408, 483252651, 1264037377, -379203766, 1752295753, -129596294"
values_93,29,"{-2018515295, -436789138, -470004741, 1956457095, 1695008228, -2015513595, 671903902, -539370826, -338715320, 1814377774, 2069478557, 1028777661, -1400956498, 85582810, -908970344, 225038061, 929914245, -1686802979, 1917943484, 1067504207, -794034964, 399343824, 1597601774, -992509450, 1195035943, -1362922765, 1505437118, 2090554100, -2132953808"
values_88,10,"{-1748128468, -1637614369, 619112735, 1904911655, 974675240, -1348969079, 382331437, 1447808219, -1334760605, -1414138121"
values_26,12,"{263685893, 1266340201, 358590992, 1261084995, 1996714512, -1172016799, 2048471083, -888491550, -164001055, 1495534093, 1547598725, -1489835331"
values_59,18,"{-1831071338, -533794662, 2130476455, 520295691, 685984943, 1539419504, -1795186688, -627886641, -291610537, -290631237, -26261020, -524706617, -144473561, 1099480670, 2104206468, 1212078660, 160350596, 26130232"
values_57,6,"{196644855, 1072523317, -551447870, 6635458, -1881144683, -1495551962"
values_82,2,"{2087366289, -641979687"
values_75,20,"{1661481698, -490089025, 801478652, 252315855, -1853131381, -1394303210, 2061196329, -6839418, 671867198, 1740519574, -1627488675, 971274750, 821328343, -1093157956, -688324785, -1773348123, -236827670, -1294686747, 1566623833, 1936296317"
values_51,26,"{959697563, -1146336096, -2089429404, 866044477, -879634124, -412653515, 393885365, 1499696513, -2074569162, 772453071, -383692091, 1295746414, -30386, 1071506612, -1306963446, 1781493580, -93842345, -169814021, -954261489, -1258964450, -1914158520, 85042273, -1862143933, -930766762, -239096714, 148649788"
values_7,18,"{849823566, -103188146, -1451840272, -1238313733, 1408631776, 1966781727, -1173164764, -1113272937, 1552855529, -594037988, 25556062, 825152773, -490194495, -2056716027, -1659822293, -328199262, 621550084, -313095468"
values_92,11,"{-828680467, 33810651, -967527123, -2146728458, 139600777, 1709584380, 586148170, -1195666950, -868174701, 485264538, -1489128309"
